informativeSNPs	Target
1	contig203341|CSRP2BP|6
1	contig203343|LASP1|8
4	contig203360|PFKFB1|6
1	contig203364|TXNRD3|6
4	contig203380|NUP210|6
4	contig203405|VPS26B|7
8	contig203416|NAT8B|11
11	contig203418|EFCAB7|11
3	contig203436|TGM5|11
2	contig203440|CTSA|7
8	contig203442|C22orf25|6
2	contig203455|PPM1D|11
2	contig203458|FAM129B|11
5	contig203463|DAPP1|6
2	contig203470|FAM69A|6
3	contig203472|NDUFS8|6
5	contig203488|TJP2|11
2	contig203502|F3|11
6	contig203512|TMEM130|11
8	contig203528|POLDIP2|3
7	contig203541|GNG3|6
8	contig203546|SFRP5|11
1	contig203547|MGAT4B|6
1	contig203553|BRAF|6
8	contig203560|KIAA1609|11
2	contig203566|MFSD10|6
4	contig203568|SRFBP1|8
1	contig203583|KPNA1|6
1	contig203592|TEP1|11
8	contig203596|ACTN3|1
6	contig203607|WARS2|11
8	contig203611|GPATCH1|11
1	contig203632|SRPK3|7
3	contig203652|LYST|11
6	contig203671|HSPBAP1|11
14	contig203686|E12A6|OPA
5	contig203688|ZBTB49|6
6	contig203692|LDLRAD1|8
3	contig203701|SEMA4D|11
6	contig203706|IQCA1|12
5	contig203709|IGF2BP3|6
6	contig203715|SP2|11
1	contig203727|PPP6R1|8
1	contig203734|EIF4H|6
5	contig203737|TESK1|11
5	contig203743|SBNO1|6
4	contig203751|SCAF4|7
2	contig203757|TMC7|11
1	contig203760|ZBTB24|8
8	contig203772|MPO|11
1	contig203776|USO1|11
1	contig203781|MAF1|6
1	contig203794|LOC390940|11
1	contig203799|CCM2|6
1	contig203802|USP24|3
1	contig203806|C16orf62|2
4	contig203811|RAD50|7
2	contig203815|BRD7|11
17	contig203822|ZBTB3|12
2	contig203827|ARHGAP18|6
1	contig203832|CHID1|8
1	contig203836|GSN|6
6	contig203838|IDE|2
5	contig203857|PREB|11
3	contig203859|MAT1A|6
2	contig203874|MTMR2|3
2	contig203877|EIF3C|6
11	contig203883|ALPL|11
5	contig203902|C19orf68|12
2	contig203908|NPEPPS|8
1	contig203915|PEBP1|11
5	contig203919|UBAP2L|11
3	contig203923|RHOT1|2
4	contig203929|DENND5A|6
2	contig203934|SYNE1|8
4	contig203946|ENTPD7|7
1	contig203988|BEND2|12
8	contig203997|RBM42|6
4	contig204001|SLC25A28|11
2	contig204009|KANSL1|12
7	contig204046|CDKL5|6
2	contig204049|MAP3K5|11
3	contig204051|LONP2|11
2	contig204054|APEX2|11
2	contig204061|APH1A|11
7	contig204068|PAFAH1B2|8
2	contig204074|TTYH1|6
1	contig204084|C10orf125|11
5	contig204090|ING3|2
3	contig204102|VPS33B|8
1	contig204108|MASTL|6
3	contig204118|ZC2HC1A|6
8	contig204127|CEP85|8
6	contig204130|SRSF4|11
1	contig204141|EXOC5|8
7	contig204148|TLR3|11
7	contig204151|GNPTAB|11
1	contig204157|CERS5|6
2	contig204169|ATP6V0A2|7
5	contig204174|SNX25|6
1	contig204177|TCP11|11
6	contig204183|NDC80|9
8	contig204198|ARHGEF2|9
3	contig204210|PGAP1|8
1	contig204222|OSBP2|6
10	contig204227|TSTD2|6
1	contig204237|CTTNBP2NL|9
7	contig204252|SLC25A43|6
3	contig204274|NOP2|11
1	contig204279|MVP|6
4	contig204294|E6A6|OPA
1	contig204322|PHF14|6
5	contig204345|RPA1|7
2	contig204349|ABHD13|6
3	contig204365|SPAST|6
4	contig204369|MED25|11
8	contig204381|EPN3|12
5	contig204391|PAPD4|3
3	contig204395|VDAC1|6
1	contig204402|PWWP2A|6
4	contig204411|GATAD2B|6
6	contig204420|VAC14|6
4	contig204427|TBC1D2|11
9	contig204436|SIX4|11
1	contig204438|ITGA6|11
2	contig204441|TFCP2L1|8
2	contig204474|TELO2|8
2	contig204493|SLC35C2|11
5	contig204499|EYA1|8
3	contig204519|USP49|11
11	contig204522|TMEM8A|11
2	contig204525|TRAF6|11
4	contig204529|ACSBG1|9
6	contig204549|C2orf55|11
1	contig204552|PDCD6IP|11
3	contig204584|ACOT9|8
3	contig204597|PICK1|3
1	contig204603|PARN|6
7	contig204606|NUDT21|6
2	contig204610|PELI2|6
1	contig204612|ARMC2|11
2	contig204620|HIF1AN|8
1	contig204621|BAZ1B|11
1	contig204628|PCYT1A|2
2	contig204634|GPT|8
1	contig204640|CRKL|8
1	contig204649|RANBP1|6
4	contig204658|FHL1|11
5	contig204660|CRAT|6
9	contig204667|RGS18|11
4	contig204693|PORCN|7
11	contig204697|PLEKHO2|8
2	contig204732|UBA6|6
1	contig204745|SCOC|11
3	contig204753|MMP19|11
3	contig204760|TMEM30A|6
7	contig204775|MSH2|8
2	contig204790|PALLD|12
1	contig204804|TRAPPC12|1
6	contig204808|PRLR|11
5	contig204813|MIPEP|2
3	contig204819|PA2G4|6
5	contig204826|OBFC2B|8
2	contig204829|GRAMD1C|11
1	contig204846|FASTKD3|6
1	contig204860|RAB24|11
1	contig204868|ARHGEF12|6
9	contig204882|E7A5|OPA
4	contig204889|REEP4|11
4	contig204897|NFKB2|11
1	contig204906|UHRF1|9
2	contig204916|NUP133|7
10	contig204918|MSMO1|8
2	contig204927|RUNDC3B|6
1	contig204931|STRBP|6
1	contig204933|TRPM7|6
1	contig204951|OBSCN|12
5	contig204970|PRR11|11
4	contig204973|ZNF85|8
4	contig204990|UBXN6|6
7	contig204993|SECISBP2|11
3	contig205008|LSM14A|8
4	contig205029|LACE1|9
1	contig205060|EIF3B|1
2	contig205066|CBARA1|7
4	contig205092|PFKM|11
4	contig205104|GAK|9
1	contig205120|TTC39B|2
1	contig205125|DENND2C|11
3	contig205144|DLC1|8
2	contig205158|APLF|11
3	contig205161|TIFA|11
2	contig205167|NCS1|6
6	contig205181|SDSL|11
1	contig205192|C18orf25|8
4	contig205203|ZFAND3|8
2	contig205215|PIN4|8
1	contig205224|DNAH8|6
1	contig205227|IKBKG|11
8	contig205236|CSTF1|6
5	contig205239|ORC2|6
8	contig205245|GALK2|12
5	contig205262|MYO9A|8
3	contig205263|C5orf4|6
5	contig205273|DIAPH3|6
3	contig205275|RAP1GAP|6
9	contig205294|MTRF1|11
4	contig205305|CC2D1A|9
8	contig205313|IDI1|6
2	contig205314|HACE1|11
3	contig205329|LMBRD1|3
2	contig205338|BBS4|6
2	contig205356|KLHL12|6
6	contig205360|DRG1|3
1	contig205362|IRF2|6
7	contig205392|ELK1|11
1	contig205396|TRIM24|6
2	contig205402|ZNF267|11
9	contig205419|DUOXA2|6
5	contig205425|MSL3|6
5	contig205440|RAPGEF2|6
7	contig205454|THAP7|11
3	contig205463|RSL1D1|11
4	contig205482|SAP30BP|6
6	contig205510|DBR1|6
5	contig205513|MYOM1|7
1	contig205518|TDRKH|11
4	contig205530|DNER|6
2	contig205535|GABRG1|8
2	contig205548|MYD88|12
3	contig205569|OMD|11
3	contig205578|CGN|11
4	contig205590|ABCB7|7
4	contig205593|RENBP|8
1	contig205654|RAP1GDS1|2
2	contig205661|BTBD1|6
4	contig205672|PLA2G2D|8
9	contig205677|MST1|8
3	contig205685|CLUAP1|6
4	contig205689|SMC2|8
2	contig205714|PRKD2|11
2	contig205729|SEC14L1|8
6	contig205749|ALKBH4|8
1	contig205792|CDC40|1
1	contig205800|ZCCHC6|8
2	contig205842|GPNMB|11
6	contig205854|EED|6
3	contig205857|MAPKAPK2|6
1	contig205860|SFXN2|8
2	contig205863|RAF1|6
3	contig205876|RNF31|7
5	contig205878|MFAP2|6
3	contig205887|TDP1|9
2	contig205894|SLC27A4|6
4	contig205902|CDK17|3
2	contig205950|SLC17A8|8
5	contig205975|PISD|6
1	contig206014|TRAK1|2
3	contig206017|SRM|11
6	contig206019|DDX56|6
8	contig206031|NXT2|11
6	contig206046|ATG4A|6
4	contig206050|MMP16|6
11	contig206056|CYP2J2|12
1	contig206068|SETD8|11
6	contig206074|SGTB|8
3	contig206091|KARS|11
4	contig206095|COQ10B|11
3	contig206097|RBM6|11
1	contig206116|ETV4|11
3	contig206139|GAPVD1|6
1	contig206148|FZD6|11
7	contig206152|DHX9|11
1	contig206172|PAK2|4
3	contig206182|DDX49|6
2	contig206190|CHURC1-FNTB|3
1	contig206197|KLHL15|8
1	contig206200|UBE3C|6
3	contig206208|CYP4V2|7
1	contig206217|PEX1|11
2	contig206223|PNLIP|7
1	contig206233|AP3M1|6
4	contig206235|GABRB2|2
3	contig206245|LRRC29|11
2	contig206254|KLHL11|6
2	contig206266|CCNB2|6
1	contig206304|GPI|2
3	contig206307|AIM1L|6
2	contig206322|MAN1C1|6
1	contig206331|AP1M1|11
3	contig206389|FERMT3|11
1	contig206412|GIGYF1|6
1	contig206434|EFTUD2|5
2	contig206467|PAQR8|8
10	contig206473|TTC36|8
3	contig206491|GNL2|7
1	contig206498|KIAA0907|6
1	contig206507|C17orf56|6
3	contig206518|DCBLD1|11
8	contig206530|RNF182|11
1	contig206533|TRIM32|8
4	contig206544|PARP10|12
7	contig206554|RAB25|6
2	contig206568|SUPT6H|6
4	contig206580|NEFL|6
1	contig206586|COG1|6
8	contig206590|BPHL|6
2	contig206607|NUP62|12
5	contig206655|MORF4L1|6
11	contig206662|TMEM5|11
1	contig206673|E4F1|7
3	contig206680|SRCAP|11
4	contig206702|MTRF1L|8
5	contig206704|ALDH16A1|6
5	contig206727|PKD2L1|6
3	contig206734|MLL5|9
10	contig206739|B3GALTL|6
4	contig206744|UMPS|11
2	contig206754|HTATIP2|9
3	contig206760|LRRC49|11
2	contig206764|UBE2A|6
8	contig206775|RABEPK|12
10	contig206779|PTPN9|12
3	contig206808|SERHL2|11
6	contig206815|LGALS4|12
9	contig206817|CCDC125|11
2	contig206826|IDH3B|6
1	contig206846|MYH11|6
8	contig206847|GLB1L|6
3	contig206865|KLHL9|6
5	contig206871|PPAN|11
6	contig206888|OXSM|8
2	contig206913|CCDC22|6
1	contig206917|ROGDI|6
6	contig206937|NUDT18|11
7	contig206941|ZNF784|11
6	contig206953|PLEKHF2|6
3	contig206970|GBA3|6
7	contig206994|DDX1|6
3	contig206998|ATP13A1|6
2	contig207017|RHBDF1|6
5	contig207018|TMCO3|8
6	contig207031|SLC2A12|8
4	contig207036|CHST2|6
2	contig207046|MSANTD2|11
7	contig207087|SGCG|11
5	contig207108|LOC100287718|11
5	contig207113|C12orf10|8
1	contig207115|POGLUT1|6
2	contig207117|ACAN|11
1	contig207127|SCAMP1|11
5	contig207136|HOXD11|11
1	contig207144|RBM5|3
2	contig207163|KCTD15|6
6	contig207165|SULT6B1|11
3	contig207172|GLE1|7
6	contig207178|RHOU|11
3	contig207187|PKNOX1|11
7	contig207210|GDE1|6
5	contig207219|FBXL8|11
1	contig207232|STARD3NL|7
2	contig207252|DDIT4|6
1	contig207259|PLK4|2
2	contig207291|SLC24A2|6
5	contig207298|KIAA0391|11
2	contig207300|SRPX|11
1	contig207304|FAHD2A|6
4	contig207309|MSS51|6
3	contig207321|ENY2|6
2	contig207336|FAT3|6
6	contig207346|RPN1|6
5	contig207363|LYPD6|11
1	contig207373|IP6K1|8
1	contig207379|NOP58|8
10	contig207381|CNDP1|11
2	contig207387|GZF1|11
2	contig207401|BCL10|11
1	contig207408|RBM45|6
2	contig207412|PELP1|11
4	contig207424|SCNM1|11
3	contig207448|MMADHC|11
1	contig207468|NUDT6|11
3	contig207482|SH2D4A|11
4	contig207495|KCNK9|11
3	contig207517|CDK8|3
1	contig207523|SLC10A6|11
9	contig207534|E21C8|OPA
6	contig207588|MTIF2|6
10	contig207591|TAPT1|11
1	contig207612|GDPD1|6
2	contig207622|AASDH|6
2	contig207627|EYA4|8
3	contig207641|NELL2|6
1	contig207649|SHMT1|8
2	contig207664|AGGF1|9
8	contig207720|ABT1|8
2	contig207727|FBXW5|6
2	contig207735|C19orf47|8
2	contig207739|IMMT|6
6	contig207751|PREP|8
3	contig207767|CTNNA2|6
2	contig207775|ALG12|8
3	contig207780|TTC9C|12
3	contig207800|SLC22A3|6
2	contig207880|XPNPEP3|6
2	contig207899|TUBG1|6
7	contig207901|KAT8|6
1	contig207911|ADCY9|6
4	contig207924|FSD1L|6
1	contig207927|PRKAG3|11
7	contig207934|ACAD10|9
1	contig207942|SLC25A12|12
3	contig207953|PRSS22|11
2	contig207957|STX11|6
3	contig207963|THNSL1|11
1	contig207985|RABGEF1|6
4	contig208011|GLOD4|6
4	contig208020|FBXO3|11
3	contig208107|LETM2|11
5	contig208116|DENND2D|11
4	contig208124|GPX8|12
5	contig208146|CHST14|12
9	contig208154|GEMIN7|11
4	contig208167|C1orf124|12
3	contig208181|UCHL5|3
2	contig208207|ZC3H14|8
4	contig208210|LOC81691|11
2	contig208231|SHOC2|8
3	contig208243|HAUS3|8
5	contig208248|EXOSC4|8
7	contig208259|PPCDC|11
5	contig208279|ZDHHC6|8
3	contig208297|CCDC77|9
8	contig208321|RAB27A|8
3	contig208326|DDX51|6
9	contig208333|SNAPC1|8
1	contig208342|SCHIP1|11
2	contig208365|TMEM39B|11
4	contig208377|CHODL|11
1	contig208383|TRPV1|8
2	contig208389|AKTIP|6
4	contig208393|PRKCD|11
1	contig208401|NEK6|3
1	contig208404|SERAC1|8
3	contig208435|BCL2L12|9
10	contig208464|TAF1D|12
2	contig208488|CPSF3|11
1	contig208506|SYT16|11
9	contig208509|C10orf35|8
1	contig208513|ERGIC2|11
6	contig208522|ERBB2IP|11
6	contig208548|OSGEPL1|6
2	contig208569|BRMS1|8
1	contig208581|PELI1|8
3	contig208590|E17E6|OPA
3	contig208599|ECD|8
5	contig208609|FAM100B|6
1	contig208618|RBM39|11
2	contig208620|TH|8
2	contig208641|INTS12|11
3	contig208657|DNAJB9|11
5	contig208659|PQLC2|8
4	contig208666|PAMR1|6
4	contig208690|CA7|3
4	contig208693|CLEC16A|11
1	contig208760|MTERFD1|6
4	contig208765|PAOX|6
6	contig208773|C3orf14|8
6	contig208801|TKTL2|11
2	contig208809|CPT1B|7
3	contig208845|SLC35A2|11
6	contig208857|LTA4H|8
3	contig208860|SLC6A13|8
1	contig208870|DENND4A|6
5	contig208872|CCDC84|8
1	contig208885|PXMP4|11
2	contig208903|LTN1|11
4	contig208912|TAL1|11
1	contig208937|DNAJA3|6
1	contig208938|TMEM63C|6
5	contig208972|FBXO18|8
4	contig208974|YIPF1|11
7	contig208978|WDR83|6
2	contig209006|EOGT|6
1	contig209031|NT5E|11
3	contig209037|LIMD1|3
3	contig209046|ADSSL1|6
3	contig209086|RNMTL1|11
1	contig209093|C2orf29|6
6	contig209123|PSMD12|8
3	contig209127|RNF215|11
1	contig209158|RICTOR|6
3	contig209176|DAPK3|11
4	contig209188|SASH1|6
1	contig209197|THEG|12
3	contig209207|E12C11|OPA
3	contig209287|TSPAN17|6
1	contig209289|ZNF286A|11
10	contig209293|ATHL1|8
3	contig209334|UBXN10|11
1	contig209338|GULP1|1
4	contig209346|LRP5|11
3	contig209422|NSRP1|11
1	contig209427|TNFRSF6B|11
2	contig209449|CFD|8
2	contig209494|PTPLB|8
1	contig209602|GHDC|12
5	contig209616|KDSR|6
4	contig209626|MCTP1|8
6	contig209650|KCNK6|11
3	contig209673|PIK3R4|4
1	contig209683|FAM212A|11
7	contig209716|TBC1D12|11
4	contig209761|JAKMIP1|6
3	contig209770|REEP1|8
1	contig209800|NT5C3|8
1	contig209811|ZNHIT6|7
2	contig209833|AGAP1|6
6	contig209841|E24A6|OPA
1	contig209856|PLK2|7
7	contig209889|RAD23A|6
3	contig209892|DIAPH2|11
4	contig209937|ENPP1|8
2	contig209953|TMEM150A|6
1	contig209955|KLHDC10|6
2	contig209964|NEDD9|9
2	contig209977|PIGV|11
8	contig209994|FOS|8
3	contig210039|CHPT1|6
1	contig210043|DDHD1|8
7	contig210045|MEA1|12
9	contig210048|SLC23A2|6
1	contig210064|SPPL2B|6
5	contig210102|TCTN3|11
2	contig210112|SH3KBP1|9
2	contig210163|SLC35B1|6
3	contig210189|GABRG2|3
2	contig210197|RNF125|8
10	contig210214|AFG3L2|11
2	contig210225|FAM175B|6
1	contig210232|LPAR3|11
5	contig210250|FSCN2|6
2	contig210262|LYVE1|11
5	contig210265|GATSL3|6
5	contig210267|E37C1|OPA
1	contig210274|FIBP|11
4	contig210285|FAM47E|9
2	contig210303|NLGN4X|8
3	contig210315|METTL15|6
6	contig210318|CASZ1|11
3	contig210373|ARPC1B|11
2	contig210423|KIAA1671|6
4	contig210447|CHRM3|11
3	contig210466|GLDN|6
1	contig210471|FAM69B|6
6	contig210492|NARFL|6
5	contig210497|ILDR2|8
7	contig210528|C17orf90|11
3	contig210559|PPP3CC|8
1	contig210642|SCARB1|8
2	contig210688|PIP4K2B|2
4	contig210751|SNX18|6
4	contig210781|ZMYM6NB|11
1	contig210783|FRY|6
3	contig210793|NADSYN1|7
4	contig210855|POLR1C|6
8	contig210880|NHLRC3|11
1	contig210885|DBC1|6
1	contig210897|PSMD4|9
4	contig210928|XKR8|8
6	contig210945|GNA12|6
1	contig210949|GLB1|6
2	contig210963|CBWD1|9
1	contig210979|NFKBIL1|11
1	contig211017|PLEKHA1|6
1	contig211032|LGALS12|8
1	contig211062|CPNE2|11
4	contig211065|NUP54|6
8	contig211071|TSNAX|11
6	contig211143|SNAPC5|8
3	contig211155|ADH5|6
11	contig211228|ANPEP|11
10	contig211230|OPTN|11
5	contig211246|RNF126|3
5	contig211251|SYNJ2|7
2	contig211273|AOX1|11
4	contig211278|TMEM45B|6
8	contig211285|MIOS|6
3	contig211324|C15orf29|6
1	contig211336|ACTR8|6
1	contig211343|CCNA2|6
2	contig211386|TSG101|6
4	contig211408|PHAX|12
8	contig211419|C16orf57|8
2	contig211444|GCAT|7
2	contig211492|UBAP1|11
6	contig211498|CC2D1B|11
2	contig211527|IWS1|6
1	contig211570|TLCD1|11
1	contig211573|MADD|11
3	contig211579|C9|12
1	contig211662|ANKDD1A|8
1	contig211668|PPP1R32|11
1	contig211706|VRK1|11
1	contig211749|C6orf165|8
1	contig211756|NEK7|1
2	contig211774|PCYOX1|8
2	contig211779|NACAD|11
9	contig211798|MBD3|11
3	contig211804|NSUN5|11
1	contig211825|ZDHHC7|8
5	contig211852|CD300LG|11
1	contig211866|ADCK5|11
1	contig211872|CCDC47|6
1	contig211899|SLC5A8|8
1	contig211902|ATP8A1|6
5	contig211954|BUD13|11
7	contig211975|PPA1|7
1	contig211998|SMPD3|4
1	contig212010|TMEM53|11
4	contig212019|C6orf170|3
1	contig212034|FAM124B|6
9	contig212040|APOA1BP|11
2	contig212043|C1QBP|11
3	contig212109|PEX2|11
3	contig212214|NIF3L1|11
4	contig212241|GINS4|6
3	contig212329|SOCS6|6
3	contig212353|CBLN1|11
3	contig212361|MLF1IP|9
5	contig212364|POLR1A|6
7	contig212385|C1orf74|11
2	contig212406|SNX27|3
2	contig212439|FBXO8|6
5	contig212452|ACAA1|6
7	contig212503|THY1|11
2	contig212520|SCN8A|11
2	contig212538|WDR78|6
2	contig212582|OXA1L|8
1	contig212604|MACF1|9
2	contig212611|C21orf62|11
3	contig212626|E19C1|OPA
5	contig212634|OGG1|11
1	contig212694|TTC23L|6
2	contig212853|FAM117A|9
4	contig212901|NR4A3|11
3	contig212919|ZNF326|11
1	contig212931|C18orf54|12
3	contig212941|ZNF330|11
3	contig213029|CRIP3|6
1	contig213059|TMX4|8
2	contig213084|RPL4|2
4	contig213096|EPB41|6
1	contig213115|KDM2A|6
2	contig213147|FAM98A|6
11	contig213207|ALG9|8
2	contig213243|C16orf42|11
8	contig213261|LOC100510030|11
4	contig213267|MMRN1|6
1	contig213282|SLC48A1|8
5	contig213309|CLYBL|11
1	contig213327|ALG2|6
3	contig213337|LRRC43|11
11	contig213354|MRPS34|6
1	contig213363|AKIRIN2|4
10	contig213369|CD2BP2|6
2	contig213373|ABCA3|6
8	contig213396|IFRD1|8
4	contig213430|CRLF1|6
3	contig213501|MS4A15|11
1	contig213508|SERPINF1|11
3	contig213511|TRIM16|8
7	contig213613|PRMT3|8
3	contig213669|RABEP2|11
2	contig213738|NLRP1|11
3	contig213750|AMOT|11
3	contig213772|MCPH1|7
7	contig213778|CFB|11
5	contig213850|OGN|12
3	contig213906|DNAL1|8
6	contig213973|YIF1B|12
9	contig214077|ACN9|11
2	contig214090|MAN2A1|6
4	contig214118|ASB6|2
7	contig214128|APBB1IP|6
1	contig214146|IGFBP3|8
3	contig214159|PUS3|12
5	contig214164|SDF2L1|11
1	contig214168|POLQ|6
7	contig214224|SLC37A2|7
3	contig214254|ZFYVE1|8
3	contig214278|KAT6B|6
2	contig214365|SEC24B|11
4	contig214372|PDHX|10
3	contig214402|C14orf45|6
2	contig214416|EXOSC6|11
1	contig214441|ABCC8|5
5	contig214483|NR1H3|11
4	contig214506|CAMSAP2|6
5	contig214515|CASP8|11
13	contig214546|HTR5A|11
6	contig214631|HSDL1|6
2	contig214658|SLC7A7|6
2	contig214695|MTAP|6
3	contig214707|TBCD|11
2	contig214725|AP5M1|6
6	contig214803|HDHD2|8
1	contig214809|CRYM|11
3	contig214839|USP25|11
2	contig214857|TAF6|9
2	contig214878|F5|9
3	contig214954|SIN3B|11
4	contig215046|LDHB|12
1	contig215098|GALNT13|8
2	contig215125|PLP2|11
1	contig215185|KIAA0100|6
1	contig215256|SLC36A1|6
1	contig215268|OXNAD1|12
2	contig215275|GALM|8
1	contig215310|LRRC34|11
3	contig215314|HMGXB4|11
8	contig215373|SAP30|6
2	contig215419|PDLIM2|8
1	contig215461|POLR3B|6
6	contig215538|FAM162A|11
2	contig215563|LIN54|6
1	contig215586|LMO1|6
4	contig215601|PSMB4|11
2	contig215622|PTGR2|11
2	contig215646|UBXN11|8
9	contig215649|LYRM7|11
1	contig215739|TPGS2|8
6	contig215775|PPP1R36|11
4	contig215815|TEKT1|11
1	contig215839|TOX3|3
5	contig215854|C11orf58|8
3	contig215892|DLK1|12
2	contig215991|GSTA4|6
3	contig215998|C15orf33|12
3	contig216069|UPK1B|7
8	contig216082|LAMA2|6
2	contig216164|AP1AR|11
4	contig216180|ZNF418|11
2	contig216186|MAP1LC3C|12
2	contig216253|LAPTM4B|6
2	contig216291|SYT9|6
1	contig216319|SLC11A2|8
8	contig216340|LRRN2|11
4	contig216533|DMBT1|8
7	contig216649|DNAJC9|11
5	contig216712|DTNBP1|3
4	contig216730|ALAS2|11
2	contig216978|PKN1|6
1	contig217010|KIAA1524|11
6	contig217077|C1orf158|8
2	contig217121|CXorf41|6
5	contig217149|RYBP|12
3	contig21718|SAMD9|11
3	contig217269|LOC388588|11
3	contig217347|TSFM|6
1	contig217351|EPHB2|8
5	contig217395|PRKAB2|8
12	contig217443|CPQ|11
2	contig217497|GABRA4|1
5	contig217515|SDF2|11
8	contig217556|RHBDL2|8
3	contig217681|TEFM|8
2	contig217695|SYTL3|11
1	contig217725|CPNE5|11
2	contig217737|AP3S1|6
3	contig217740|IGF2BP2|6
15	contig217770|KRT16|11
1	contig217786|SLC25A44|6
6	contig217789|C2orf62|11
9	contig217936|TNFAIP6|6
9	contig217981|DPP9|6
1	contig217993|UBAC2|8
1	contig218044|TIMM23|8
4	contig218056|FAM129A|11
5	contig218101|CDADC1|6
3	contig218137|AKAP2|11
1	contig218334|RNF19B|11
1	contig218394|CRY2|8
4	contig218491|LDLRAD3|3
9	contig218695|FBXL2|6
4	contig218697|EXOSC3|11
4	contig218704|ERGIC3|9
2	contig218748|DGKD|3
3	contig218886|CUZD1|11
6	contig218910|MRPS31|7
3	contig218950|UPF3A|11
1	contig218976|SLC18A3|11
3	contig219037|TTI1|11
1	contig219043|WDR41|8
2	contig219057|PITHD1|6
1	contig219099|NPHP4|8
1	contig219184|NDUFS7|6
3	contig219275|LCMT2|11
1	contig219415|UQCRC1|11
3	contig219448|BDH1|6
3	contig219469|TDP2|9
1	contig219478|ZRANB1|6
6	contig219492|FLJ27352|11
1	contig219495|NFATC2|6
6	contig219508|FGF12|6
6	contig219547|PHLDB1|8
4	contig219624|NFKBIZ|11
1	contig219645|PIM3|6
10	contig219747|GGT7|2
1	contig219772|SURF2|11
6	contig219822|SNX3|6
2	contig219835|MMP1|7
5	contig219865|PRKCZ|11
3	contig219909|CAAP1|6
4	contig219987|HYAL3|8
8	contig219990|MAD2L1BP|11
6	contig220036|THAP2|11
2	contig220134|PRRG3|9
3	contig220317|LOC100506049|11
5	contig220413|EXOG|8
4	contig220423|NDNL2|6
8	contig220471|C17orf103|6
1	contig220557|FAM49B|1
4	contig220755|PSMD10|8
5	contig220770|HMGXB3|11
2	contig220812|METTL12|11
10	contig221067|E12G3|OPA
5	contig221090|CDC26|6
2	contig221098|FOXP4|6
1	contig221187|CEP44|6
12	contig221293|RTDR1|11
2	contig221334|TTC38|11
3	contig221460|RNF181|8
2	contig221529|DHDH|6
11	contig221658|ACRC|12
4	contig221824|VPS37C|11
5	contig221878|BMF|8
2	contig222081|ZMAT4|11
1	contig222097|LASS1|11
1	contig222147|PAPD7|6
2	contig222178|SH3GLB1|8
3	contig222201|KLF13|6
8	contig222285|N6AMT1|6
4	contig222447|A2ML1|8
3	contig222469|HEATR1|11
2	contig222474|TEX30|11
7	contig222781|AMACR|6
4	contig222816|HTR3B|8
4	contig223223|HIVEP1|11
2	contig223594|RTN4IP1|4
1	contig223735|MAPK13|11
3	contig223757|MECP2|8
9	contig223854|ASTE1|11
3	contig223995|ZNF667|11
15	contig224002|MED8|6
1	contig224114|C2orf47|6
6	contig224238|MMP3|11
3	contig224304|C1QTNF4|11
4	contig224605|THG1L|11
4	contig224715|ACOT8|11
1	contig224761|ADCY2|5
2	contig225124|PSMB6|11
3	contig225136|C16orf93|6
3	contig225180|CDK9|11
2	contig225329|HMBS|9
7	contig225381|MIER1|6
2	contig225520|P2RY1|6
1	contig225543|C14orf119|6
1	contig225592|SNCA|6
3	contig225765|PPT2|11
3	contig225781|RNF141|6
2	contig225892|MZT1|6
1	contig226075|MRPS15|8
7	contig226111|GRIK1|6
1	contig226224|LACTB2|6
6	contig226432|RPL34|8
5	contig226459|PRMT10|9
2	contig226816|TYW5|3
2	contig226852|VTI1A|6
3	contig226941|GPR83|6
3	contig227104|CDKL2|11
2	contig227118|AMBRA1|11
2	contig227314|DNAI2|6
8	contig227530|THOC3|11
3	contig227670|C2orf76|6
1	contig227680|ZFC3H1|8
1	contig227718|WDR6|8
2	contig227787|SNAP29|8
4	contig228028|FGFBP1|8
1	contig228046|CNN1|6
6	contig228138|CRLS1|6
1	contig228264|INTS2|6
3	contig228354|CARHSP1|6
5	contig228655|ALG5|3
7	contig229010|C17orf67|8
2	contig229333|ITPA|8
1	contig229588|FMNL2|3
2	contig229755|UBE2S|8
1	contig229911|C17orf59|8
7	contig230046|SSBP1|8
6	contig230056|KCNN2|6
12	contig230254|C4orf27|6
2	contig230522|ASF1A|6
2	contig230528|DPCD|6
1	contig230629|ZNHIT2|12
1	contig230665|UEVLD|6
4	contig230681|CTSG|11
3	contig230812|FCN3|6
1	contig230865|TMEM129|6
2	contig231090|TRPC3|6
1	contig231133|WASF2|6
2	contig231180|EMX1|6
5	contig231519|LEPREL4|6
5	contig231549|GCM1|6
1	contig232077|TPP1|9
7	contig232117|NCCRP1|11
3	contig232269|RBPMS|6
11	contig232429|S100A1|11
3	contig232444|NANP|6
6	contig232667|MYL7|6
1	contig232972|MRPS33|6
2	contig233011|UBE2F|5
1	contig233614|CASC1|6
1	contig234492|HIGD2A|11
2	contig234687|FNDC3B|1
2	contig235059|CDCA7|8
4	contig235186|O3FAR1|11
5	contig235335|TMEM196|6
2	contig235729|DNTT|8
9	contig235768|TSPAN32|8
1	contig236495|RFX4|6
7	contig236589|POLR2H|6
2	contig236610|TPRG1|6
6	contig236977|PPP1R14B|11
1	contig237117|LRRC57|11
4	contig237228|C9orf85|8
1	contig237720|BRSK2|6
