"Target"	"AverageTargetDepthAcrossHSP"	"max100AverageTargetDepth"	"Length"
"4529"	"contig316794|FBXO7|8"	14.0853520696455	16.5722518112575	276
"4530"	"contig316800|PJA2|12"	9.1174687283105	11.2847069987487	272
"4531"	"contig316803|PEX12|11"	9.03785378294388	10.5643372013524	312
"4532"	"contig316807|MYOT|11"	14.0385452560256	16.0030337766636	328
"4533"	"contig316809|CDC6|11"	8.69834897890563	11.2075643605267	370
"4534"	"contig316813|CPN2|11"	7.06759578545413	8.21308995549273	308
"4535"	"contig316814|TEN1|11"	5.92248898456014	6.94233503613346	260
"4536"	"contig316817|ISLR2|8"	9.9634419281145	12.5691343601753	353
"4537"	"contig316818|DUSP16|6"	5.51761043196169	7.48719130345418	336
"4539"	"contig316822|HADHA|11"	31.455610993382	38.2778239595665	321
"4540"	"contig316824|ZNF592|11"	7.29456233406884	8.92057989731868	360
"4541"	"contig316825|NRP2|11"	5.8467713849233	7.15818267135945	279
"4542"	"contig316826|SLU7|6"	11.1938171247342	13.5937599516238	294
"4543"	"contig316828|RCC1|7"	10.2108930884795	12.0400286093747	319
"4544"	"contig316833|TRAF3IP2|7"	7.58929126687765	8.79223533528873	251
"4545"	"contig316835|KRTCAP3|11"	9.46299444858779	11.295615159726	369
"4547"	"contig316842|TADA3|6"	5.1930729054352	6.25967742115927	353
"4549"	"contig316853|SCAI|7"	13.5753445109791	15.8576649823051	354
"4550"	"contig316854|GLA|11"	6.35700625356369	8.138517857094	378
"4551"	"contig316856|SKA3|8"	9.35425882818064	11.8531458189292	355
"4552"	"contig316858|STX8|9"	7.73950890954205	9.28042241883891	225
"4553"	"contig316861|PVRL4|11"	10.9689067212103	12.5566637310658	307
"4554"	"contig316865|FAM190A|12"	8.52064829679558	10.127102451186	206
"4556"	"contig316869|NUP93|6"	5.96616313142979	6.51278032300364	318
"4557"	"contig316872|EGR1|11"	7.62141421196044	9.28615728546637	253
"4558"	"contig316877|RHPN2|6"	7.74521329776035	8.30976734288345	277
"4559"	"contig316878|RETSAT|11"	4.89640778115553	5.80749601444647	240
"4561"	"contig316881|MAOB|6"	9.95567730285122	10.2996076394742	214
"4562"	"contig316885|DDX54|9"	12.1061257629173	15.1456185123871	353
"4564"	"contig316887|ALS2|6"	4.71549225057358	5.08543468561618	332
"4565"	"contig316889|CDC42EP4|8"	6.44602190268402	8.81935057908818	393
"4566"	"contig316890|HK2|8"	21.6909768295756	25.8532002510211	392
"4568"	"contig316895|LRRC4C|8"	11.1166537834821	13.8131558438315	386
"4569"	"contig316898|PITPNB|3"	5.06720098623467	5.66990578560945	267
"4570"	"contig316900|SCLT1|11"	12.3403788088967	13.4970180233758	259
"4571"	"contig316911|ELOVL5|6"	22.6366229948528	26.644922609	428
"4572"	"contig316914|ADRBK2|6"	7.11807721363989	7.75517832712327	169
"4574"	"contig316917|TMEM115|11"	6.15003316645936	7.066442531922	234
"4575"	"contig316918|FAM171A1|11"	9.97078518722576	11.6446910966087	216
"4576"	"contig316921|CASP9|11"	9.63516711167396	10.8343410101785	334
"4577"	"contig316923|UHRF1BP1L|11"	9.08476034542731	10.3108775154553	229
"4578"	"contig316925|MRPL48|6"	10.9047346966516	13.8887483108215	397
"4579"	"contig316931|BNIP3L|6"	10.8990787993912	13.459970502342	388
"4580"	"contig316932|MCMBP|7"	10.9412631302368	13.1197908677627	320
"4581"	"contig316937|SUCLG2|2"	12.5943525558995	14.2311938213473	307
"4582"	"contig316941|PEAK1|11"	4.96035800763521	5.9474309564074	268
"4583"	"contig316942|MFSD6L|8"	5.4819449392103	7.20629770808163	346
"4584"	"contig316946|CASP10|11"	6.6461091945292	7.58415967564418	230
"4585"	"contig316948|KAT5|7"	7.26070575684095	8.12572610281436	278
"4586"	"contig316953|PLS1|3"	13.5633114032296	16.4155921643149	378
"4587"	"contig316954|ZNF518A|11"	13.2022784160398	14.4421043154927	222
"4589"	"contig316958|SHANK2|8"	11.157016974505	12.853602221648	274
"4590"	"contig316959|PRKRA|12"	8.04261710182382	9.65718979684146	275
"4591"	"contig316962|ATL3|4"	7.35878185999739	9.69009039198291	258
"4592"	"contig316964|HOMER2|11"	8.24811760216298	9.59854601659345	280
"4593"	"contig316967|ANP32B|12"	11.1413993256116	13.0646203723882	321
"4594"	"contig316969|WBP1L|11"	11.1863991045663	13.6371274188664	337
"4595"	"contig316971|EPS15|6"	10.6816172004115	12.6231296916744	318
"4596"	"contig316975|PCDH19|6"	4.75413077994508	5.87038089741468	240
"4597"	"contig316976|COBLL1|6"	13.1240434771487	15.1766223045258	310
"4598"	"contig316978|ENTPD4|11"	7.35873506301166	8.26052279078545	210
"4599"	"contig316981|SF3A3|11"	12.6783146532422	14.7647595457973	323
"4600"	"contig316982|ELL2|6"	6.97451433836301	7.98493118210818	260
"4601"	"contig316983|ALPK3|11"	14.7732161179366	17.6019320746318	350
"4602"	"contig316988|ZBTB33|12"	12.2024326598294	13.9457275350934	272
"4603"	"contig316990|IPCEF1|11"	11.6961961830481	12.9553780951871	202
"4604"	"contig316993|FBXO16|6"	14.4459715586253	16.182856465064	228
"4605"	"contig316996|SHROOM3|11"	9.84532757334029	11.9416245962899	408
"4606"	"contig316997|LOC388210|11"	9.80704124551959	10.3400587502005	321
"4607"	"contig317002|NKTR|11"	14.8698314748105	17.8462165817891	419
"4608"	"contig317003|PIGW|11"	12.1681099141067	14.939582711568	286
"4609"	"contig317004|CWH43|7"	10.3556735547345	12.5400690739316	365
"4610"	"contig317007|MESDC1|6"	18.0210286627498	22.4302837921387	356
"4611"	"contig317008|CLDND1|6"	5.96924739720367	7.22408447679164	392
"4612"	"contig317009|SMARCAL1|6"	4.77939586732036	5.36096807329473	234
"4613"	"contig317010|PYCRL|11"	9.1146313894328	11.3431219410307	337
"4614"	"contig317011|LOC100510203|8"	15.781648831761	17.8173217112378	256
"4615"	"contig317018|UGDH|6"	8.48047064706426	10.2815587621982	254
"4616"	"contig317021|PPM1B|5"	14.0103084743266	16.8807845415154	372
"4617"	"contig317022|BTAF1|6"	14.757310321954	18.1316151709647	441
"4618"	"contig317031|BNIP3|6"	4.13269734119226	5.15874915457091	210
"4619"	"contig317037|SH3BGRL|8"	6.50290620787414	7.29303971782055	181
"4621"	"contig317040|CYB5R4|11"	6.75163866273104	7.33056099280491	159
"4622"	"contig317048|IL17D|8"	5.18579775243417	6.91457395694818	307
"4623"	"contig317050|MMEL1|8"	4.72437404459708	5.04318255927164	258
"4624"	"contig317056|SAP30L|6"	12.6735612503985	14.1816959856036	202
"4625"	"contig317058|STX1B|3"	14.7256658428087	16.0499502756029	295
"4627"	"contig317060|WDHD1|12"	7.922875716411	10.7759062992422	428
"4629"	"contig317073|FREM2|3"	6.8438284248332	7.79083033136598	333
"4630"	"contig317074|DOK1|12"	6.60825535775948	8.70748123443618	407
"4631"	"contig317077|KIF5A|7"	7.45061321576235	8.25227430358491	240
"4632"	"contig317078|INSIG1|6"	11.6521189604607	13.6754225490129	290
"4634"	"contig317085|ARL4A|11"	4.67384463386961	5.2841274900128	204
"4635"	"contig317086|HDAC1|8"	9.06406410383737	11.2249951238949	335
"4636"	"contig317087|SNW1|2"	6.01387386256894	7.13927463654255	249
"4637"	"contig317089|PTPRD|8"	7.79560727864986	9.48839494040982	283
"4638"	"contig317093|KCTD14|6"	6.38778991511002	8.34124089613709	353
"4639"	"contig317094|10-Sep|6"	28.0286044806693	32.8606686282291	336
"4642"	"contig317101|RACGAP1|7"	8.92617079076279	10.0117183289062	244
"4643"	"contig317110|AK7|8"	12.1972162025327	13.6459994304731	247
"4644"	"contig317113|CNTRL|11"	8.04886243436322	9.42903675013473	342
"4645"	"contig317114|UBE2G1|6"	7.55460170121102	8.594604569724	261
"4646"	"contig317115|NKAP|8"	7.60082337801987	8.82179139105636	214
"4647"	"contig317121|PURA|11"	3.388590134924	5.42546239216648	350
"4648"	"contig317123|CD93|11"	4.77704514923331	5.91441685092709	309
"4649"	"contig317124|DNAJA1|10"	14.5932334234931	17.6959227840927	387
"4650"	"contig317125|STK16|6"	6.39834748262329	8.107005029375	408
"4651"	"contig317128|TBX18|11"	6.25876643685553	7.32845258377073	299
"4652"	"contig317137|C12orf26|11"	8.34126411828652	9.63217497763054	261
"4653"	"contig317144|SLC7A3|12"	5.39882757430075	6.58114925951691	314
"4655"	"contig317152|RHOBTB2|9"	6.2199704455665	8.01708787090182	356
"4656"	"contig317154|WAPAL|11"	13.3887616600199	14.86556640314	252
"4657"	"contig317158|TGFBR1|8"	14.2094716256687	16.3293806272658	320
"4659"	"contig317160|ST13|9"	8.57014171047179	10.5693989534251	353
"4662"	"contig317182|SELENBP1|11"	7.53312268762137	9.39204869621127	308
"4663"	"contig317183|ELAC1|8"	13.233499924661	15.060748219575	249
"4664"	"contig317184|GALNT11|2"	9.57728969790898	11.4006584628333	328
"4665"	"contig317188|HAUS4|11"	5.75466910942629	6.25522465057441	269
"4666"	"contig317191|TMEM48|11"	8.32122085156781	10.0177231044693	284
"4667"	"contig317192|SNTA1|8"	8.34788451451259	10.0766043741938	235
"4668"	"contig317197|SMU1|3"	11.9974729761558	14.0145828780176	288
"4669"	"contig317199|BAG4|9"	10.8333069935471	13.2137949766516	382
"4670"	"contig317200|DNASE1L3|6"	7.39023352769944	7.55965918270836	401
"4671"	"contig317205|JPH2|11"	13.5854667980694	15.7826807506213	296
"4672"	"contig317208|FBXO34|11"	9.22424579013547	10.7219163481213	277
"4676"	"contig317219|LACTB|11"	11.3905643077569	12.8460957183262	232
"4678"	"contig317224|CHGB|11"	14.0748332712891	17.5248677619298	433
"4680"	"contig317228|XXYLT1|11"	11.8685571631452	14.2155140220153	301
"4681"	"contig317231|PPAT|6"	9.55895133052532	13.2405056312609	387
"4682"	"contig317232|SLC13A1|12"	12.6481124644042	14.597281909598	299
"4683"	"contig317233|TPK1|6"	7.74017595364682	9.75597335536945	340
"4684"	"contig317238|MKI67IP|8"	10.6625881679254	12.7934235593025	340
"4686"	"contig317244|PTDSS2|8"	12.0321145124209	13.2273211558716	356
"4687"	"contig317246|ELOVL4|6"	4.82712274341301	5.41818734457545	188
"4688"	"contig317253|SLCO4C1|6"	5.8339088445282	6.16656775417014	185
"4689"	"contig317258|C5orf22|6"	8.3322786684349	10.0630002842667	348
"4690"	"contig317267|PLXNB3|8"	11.2015542734754	13.0528102569269	328
"4692"	"contig317281|PLA2G7|6"	10.46631659424	11.3664334805065	328
"4693"	"contig317285|SPRYD4|8"	10.7158017268674	11.7786419348131	350
"4694"	"contig317294|SEPHS1|8"	7.06205959081652	8.21148035710182	437
"4695"	"contig317296|ISYNA1|8"	12.6768056820629	14.7946257820936	278
"4696"	"contig317297|GPR84|6"	9.03490159421189	10.5722131956655	310
"4697"	"contig317305|PANK4|11"	15.0538760300277	17.2852027333715	309
"4698"	"contig317310|SLC5A3|11"	8.1276930804747	9.75508120827818	212
"4699"	"contig317313|LRWD1|11"	6.32427952302219	7.454640739202	262
"4700"	"contig317314|PCF11|11"	13.753700243321	14.9546866372295	209
"4701"	"contig317317|ZNF516|11"	6.26149832825021	7.57501987709745	305
"4702"	"contig317320|SF3B2|8"	13.5822778625365	16.4487301396898	387
"4703"	"contig317322|GPR89B|3"	10.783501819125	12.3628707615755	338
"4704"	"contig317334|MAPK1|8"	8.83184444950529	11.0696612415095	297
"4705"	"contig317335|FRAS1|8"	8.22631766214233	9.195957059602	349
"4706"	"contig317337|KDM1A|5"	11.654004350739	13.8317611927133	297
"4707"	"contig317338|RBM12B|12"	9.40080151633906	11.0876042281133	302
"4708"	"contig317340|ATP6V0E2|8"	10.4406058435664	11.8080410551258	261
"4710"	"contig317357|WHSC1L1|11"	7.68897140570212	9.10523983365545	261
"4711"	"contig317368|KIAA1147|6"	6.7807485342565	7.26408521408636	295
"4713"	"contig317377|G3BP1|9"	11.7489033412234	13.7210965136429	308
"4714"	"contig317381|SNAPIN|6"	12.3006254187567	14.6140791422316	402
"4716"	"contig317386|C14orf21|11"	9.20261884764579	10.2088733707204	365
"4717"	"contig317390|RBM26|6"	4.71638346558575	5.45603269563945	327
"4718"	"contig317395|E33C5|OPA"	5.02103231627888	7.39623064277218	416
"4719"	"contig317397|GNAI1|6"	13.5721800369312	16.4568071468284	267
"4720"	"contig317400|GPR75-ASB3|6"	12.9620849081151	14.835396576836	296
"4721"	"contig317401|SYNM|8"	8.09716344222755	9.14533382145982	216
"4722"	"contig317403|MMD|8"	9.94064927877134	12.0471370041087	333
"4723"	"contig317414|PTX3|11"	11.4967589889969	13.5727484389664	364
"4724"	"contig317415|BCAR3|11"	12.7832402308664	14.8027294234276	289
"4726"	"contig317420|ABCF2|6"	10.8998449872818	13.2371365088382	379
"4727"	"contig317424|SMCHD1|6"	9.92318817363304	10.6270406054249	437
"4728"	"contig317426|ABHD14A|11"	12.6078284233403	15.6486160345773	416
"4730"	"contig317437|IL16|11"	8.71312501208352	10.5159119284288	357
"4731"	"contig317438|HCRTR2|11"	8.49505382495667	10.3607878152947	302
"4732"	"contig317446|SLC39A3|11"	10.6494689508241	12.7837430939109	304
"4733"	"contig317448|FAM73A|6"	12.2999791223984	13.7499310985715	231
"4734"	"contig317451|DOPEY1|8"	6.3913231521826	7.84522147577222	304
"4735"	"contig317452|RBM24|2"	12.587679856836	15.1345421488847	366
"4736"	"contig317455|L3MBTL3|9"	6.79960544358636	7.83710831826509	236
"4737"	"contig317456|ANAPC5|6"	7.072484965814	8.72700614994527	264
"4738"	"contig317457|DENND1A|11"	10.7453193682984	13.504075995476	372
"4740"	"contig317477|ZYG11B|11"	8.27692588443043	9.33708316190236	233
"4741"	"contig317479|STK39|3"	11.2457656493554	13.0419983857656	400
"4744"	"contig317488|AHCTF1|11"	8.07384384167182	10.295346315471	386
"4745"	"contig317489|NRCAM|8"	8.85640058900648	11.5516790037844	331
"4746"	"contig317490|ARL5A|6"	12.0745377159598	14.7550272461064	335
"4747"	"contig317491|CDC42SE2|6"	17.592713191805	21.3373689821718	338
"4748"	"contig317492|CIC|12"	4.81858705134831	6.34662675149654	346
"4749"	"contig317505|ROR2|6"	11.3305629002953	12.5211561573864	206
"4750"	"contig317506|GAS7|6"	14.5434282960229	16.8925370439131	345
"4751"	"contig317507|MED26|11"	5.32062308152566	6.36878865021557	271
"4752"	"contig317508|PRKAR1B|8"	11.9052648170246	14.0725042669676	298
"4753"	"contig317510|NIT1|11"	4.89720137914386	5.88263938320291	405
"4755"	"contig317520|PPP1CA|11"	7.48192070399079	8.76285098129327	227
"4757"	"contig317527|ZBED1|6"	10.7070601959188	12.6438846808475	367
"4758"	"contig317529|MTMR3|8"	6.3169865983184	6.910676269256	168
"4759"	"contig317538|CCNG1|6"	5.73738602298726	6.59418885868768	350
"4760"	"contig317540|PPP3R1|11"	9.63301963776741	10.6996388150625	183
"4761"	"contig317542|TDRD3|8"	14.868233614708	17.5697132774222	398
"4764"	"contig317548|WDR60|11"	12.281688602298	14.3957952065149	296
"4765"	"contig317561|VWF|11"	9.30410652863377	10.5885300619784	224
"4766"	"contig317564|OSTM1|8"	9.10058739539742	10.1419811869762	311
"4769"	"contig317574|C19orf43|8"	8.95855534305331	10.1597728849518	220
"4770"	"contig317577|PPP1R7|11"	7.40941273913527	7.79237710348437	363
"4771"	"contig317579|ZNF167|11"	11.7456727108603	14.1141555887178	305
"4772"	"contig317584|PLTP|7"	8.71211579818776	10.9336523117775	316
"4773"	"contig317586|FAM214A|6"	19.1871524754273	25.9341978774591	383
"4774"	"contig317589|TMEM201|11"	9.06739354980539	11.742188609494	412
"4775"	"contig317593|KANSL2|6"	12.6483681884316	15.1435227783393	364
"4777"	"contig317601|ZNF568|11"	11.0523212157941	13.5439739601991	347
"4778"	"contig317604|PODN|7"	4.88418625711122	6.12586611475854	282
"4779"	"contig317613|CRTC2|12"	7.28021781236112	8.59074306517691	273
"4781"	"contig317617|EXOSC2|8"	9.58887888747842	11.903490433345	320
"4782"	"contig317620|ARHGAP24|6"	4.39126182076984	5.11677601754086	255
"4783"	"contig317625|UTP6|11"	10.7074218189808	12.6942329083455	342
"4784"	"contig317628|AADAT|6"	4.97573484818182	5.785032914706	347
"4785"	"contig317629|SPATA7|12"	10.5882797819297	12.1902711461216	301
"4786"	"contig317630|CENPE|8"	6.84368502763481	7.46109835923	287
"4787"	"contig317634|CHMP1A|6"	9.02626002217937	12.1372224420351	386
"4788"	"contig317635|PSEN1|8"	7.44970405417964	9.08920217916818	334
"4789"	"contig317636|USP39|2"	9.70939892058334	11.1451754769221	316
"4790"	"contig317638|DCAF7|6"	15.4333878036427	18.8919760430965	344
"4791"	"contig317639|SETDB1|11"	9.07018063798897	11.3244264335767	328
"4792"	"contig317640|HSPA5|2"	14.7100940140465	18.5068711458269	361
"4793"	"contig317641|SLC43A1|9"	4.75244469533698	5.18825329378218	329
"4794"	"contig317643|VANGL2|6"	7.14836809282401	7.91770017677528	199
"4795"	"contig317645|COIL|8"	5.91165648710202	8.49585447910091	337
"4797"	"contig317652|MICAL3|8"	10.3012674046923	12.0822837125285	230
"4799"	"contig317658|NAT16|6"	6.84147544114073	8.12182397184855	289
"4800"	"contig317661|ASF1B|6"	4.92188389645604	6.22611833536909	241
"4801"	"contig317662|LSG1|11"	11.2189502472588	13.1206800244267	315
"4802"	"contig317673|STEAP4|11"	11.0028911619011	13.8818131828669	405
"4803"	"contig317676|LRRC23|11"	4.90935982364772	6.431553676218	237
"4804"	"contig317679|TTC17|11"	7.28546875053974	8.42536081849236	209
"4805"	"contig317683|DACT1|11"	7.19211596922348	8.34601641691873	288
"4806"	"contig317696|NAA30|6"	9.86518332224211	11.3042895033885	228
"4807"	"contig317698|REXO1|12"	9.47108752073942	12.3082284820315	437
"4808"	"contig317700|UBE4B|6"	7.13411180436806	7.9115880381736	189
"4809"	"contig317708|GPR64|11"	7.2161570884472	8.38616735538109	282
"4810"	"contig317718|PVRL3|11"	9.36901355050301	11.119859622424	274
"4811"	"contig317720|GAS6|11"	17.5793919552378	21.0920631920309	414
"4812"	"contig317721|CIB2|11"	13.0165296347979	17.2021577530422	373
"4813"	"contig317727|RSPRY1|6"	11.2927031237766	12.7568534254331	261
"4814"	"contig317728|PAF1|11"	8.28384257755943	9.84775939204873	242
"4815"	"contig317732|LIG4|6"	12.0003266904674	13.6047354761036	303
"4816"	"contig317733|CDC34|6"	5.5935377345853	7.11712429245527	267
"4817"	"contig317735|WDR54|11"	7.17847769847152	9.97465613072236	377
"4819"	"contig317742|ASCC2|7"	6.79890693903442	7.114100321946	336
"4821"	"contig317753|ATG7|6"	5.29682149888165	5.799423556148	358
"4822"	"contig317755|APLN|11"	4.26055377689671	5.08113411600509	261
"4823"	"contig317760|TNFRSF21|6"	8.81677436235074	10.8009253123609	282
"4824"	"contig317762|IFT27|6"	7.74066596386115	9.48172181727218	270
"4826"	"contig317767|TMX3|6"	7.37438436111854	9.59397338842509	325
"4827"	"contig317772|TPRN|8"	9.74606508590461	12.7049498014329	440
"4828"	"contig317773|ARHGAP29|11"	7.56228541080988	9.64477244141582	309
"4829"	"contig317776|PCSK5|5"	6.4110713054064	7.406587237244	248
"4830"	"contig317781|FTO|9"	7.27160223386776	8.53043723689382	368
"4831"	"contig317785|KIAA1383|12"	11.1027372690249	14.1346195987694	447
"4832"	"contig317786|C5orf28|6"	8.0409244777788	9.64405122132691	331
"4833"	"contig317794|KIF23|7"	8.4304620995406	9.86449232042727	322
"4834"	"contig317798|C14orf109|11"	9.68166163506984	11.3016728870684	307
"4835"	"contig317800|UFSP2|12"	33.6008593117194	78.1466779380958	332
"4836"	"contig317801|TEDDM1|11"	9.8920943161726	12.8059131846331	389
"4837"	"contig317803|WDR44|6"	14.2490391634568	17.0673041879347	367
"4838"	"contig317813|POLI|11"	7.91656439266139	9.42253076474745	386
"4839"	"contig317816|C7orf50|11"	9.47488397992802	10.1390800873784	244
"4840"	"contig317821|AP2M1|3"	9.29665374954485	12.1233749626156	269
"4841"	"contig317826|RPUSD2|12"	12.435381644293	15.1036287116207	432
"4842"	"contig317829|COL6A6|12"	4.59284715845764	5.17319203068546	277
"4844"	"contig317835|C4orf29|6"	14.4135551833165	16.759131882484	349
"4846"	"contig317838|FNTA|11"	12.9190111451686	15.7832692362776	314
"4847"	"contig317839|SLC25A25|6"	9.33625355062578	11.3307770303433	290
"4848"	"contig317840|EDC3|6"	7.25657962201139	8.98629338931291	332
"4849"	"contig317849|MARS2|12"	8.5423539196113	10.0177781283853	288
"4850"	"contig317854|SMCR7L|6"	4.52142407589578	6.25622685163091	418
"4851"	"contig317858|SALL4|12"	3.96454507087928	5.20282894819673	394
"4852"	"contig317860|ANGEL2|11"	11.9833975503627	14.1444454034807	342
"4853"	"contig317861|DDX55|6"	9.36727416907189	11.1744697522645	283
"4854"	"contig317863|TCEANC2|8"	10.5097933236383	13.1264201265469	364
"4855"	"contig317864|MLH1|6"	10.2694810842211	12.2585762420051	378
"4856"	"contig317866|C16orf13|6"	7.80908024155296	8.85335249384655	250
"4857"	"contig317867|ZNF420|8"	7.67068618453885	9.41660553877055	278
"4859"	"contig317876|EPYC|11"	12.8841555846133	14.7724629471693	289
"4860"	"contig317880|CASC5|11"	6.69304614308346	6.96895430994127	188
"4861"	"contig317881|ZHX1|8"	14.1867842171984	16.9310812662415	317
"4862"	"contig317883|DUSP10|6"	11.7434097149957	13.3860625624931	228
"4863"	"contig317887|HELQ|8"	10.0479037168627	11.4955024555577	224
"4864"	"contig317888|RNF41|3"	12.8648734374218	16.7324326062856	347
"4866"	"contig317894|MYH6|7"	4.9146306108419	5.48005427240727	354
"4867"	"contig317895|LETMD1|11"	22.724261534835	25.8918434828929	303
"4868"	"contig317897|FANCA|11"	14.5017086066132	17.8208793514724	389
"4870"	"contig317901|COMT|11"	9.88292245411621	12.2329281057291	360
"4871"	"contig317906|POT1|11"	9.14066839449407	9.87558202992327	318
"4873"	"contig317911|SLC9A2|11"	8.33041816844513	9.61947372666727	286
"4874"	"contig317913|DIEXF|9"	12.6759452612117	15.2758274941156	408
"4875"	"contig317918|FAM108B1|6"	24.2537669637443	26.9796123967533	203
"4876"	"contig317920|KIF27|11"	12.3757009224968	14.5298472277104	287
"4877"	"contig317921|FBXO46|12"	7.14085660813369	8.90286616722364	298
"4878"	"contig317925|WDFY3|8"	8.77421465880283	10.8246301785918	315
"4879"	"contig317932|BCAR1|9"	6.40074320381547	7.93097941427436	308
"4881"	"contig317935|CXADR|8"	10.5074034738649	12.1648274865662	289
"4883"	"contig317946|C14orf37|8"	8.74923634337385	10.2600334224556	210
"4884"	"contig317948|C14orf38|12"	8.39232192768158	8.59191204023382	281
"4886"	"contig317962|TMEM64|6"	13.4981182747553	15.5429102593989	259
"4888"	"contig317966|RPS6KA1|6"	6.31548187021841	9.27895585662018	317
"4889"	"contig317975|GLDC|3"	12.6607423743607	15.16131918225	360
"4890"	"contig317977|MAN2B2|11"	12.1637696539685	14.4620884879162	271
"4891"	"contig317978|SLC35B4|7"	14.8944800786733	17.9581924449607	339
"4892"	"contig317980|RFXAP|9"	4.40281763868611	7.62109343845473	390
"4895"	"contig317988|XRCC6|9"	13.5565840030264	15.2347323137375	253
"4896"	"contig317999|ELAC2|11"	12.6094664588644	15.0740378435958	365
"4897"	"contig318000|TLL2|11"	10.6960725905166	13.0098161383848	336
"4898"	"contig318001|LAS1L|11"	8.38773096809634	9.15538150505564	421
"4899"	"contig318004|RNF11|6"	8.49668887481618	10.2005208181742	295
"4900"	"contig318010|DNAJC6|6"	7.18303196226102	8.13472247829309	174
"4901"	"contig318012|KANK1|6"	9.30278853328172	10.3136709123695	206
"4903"	"contig318022|AKAP17A|11"	10.6228759536869	11.9420684825811	254
"4904"	"contig318024|CUL9|9"	5.06784224191466	6.52966934041256	312
"4905"	"contig318025|TIPIN|11"	9.63741113748964	11.2113087925605	244
"4906"	"contig318028|MIB2|6"	8.20953009960544	10.7380723980649	406
"4907"	"contig318034|YARS|6"	6.94243806406453	8.59347780076345	336
"4908"	"contig318040|CXXC1|6"	12.4638104441179	15.215015410856	363
"4910"	"contig318046|MSH6|11"	5.74054206834976	7.03984487872255	266
"4912"	"contig318052|RAB7B|12"	6.23422442716173	6.46480983658909	225
"4913"	"contig318055|GABRA2|11"	8.17068488628325	8.815247799766	170
"4914"	"contig318062|TMTC2|6"	9.95744687309602	13.1505342467429	416
"4916"	"contig318070|BAI3|6"	8.62280975404778	11.9612234348615	333
"4917"	"contig318076|DDX20|11"	10.3113785393116	12.5196768152724	378
"4918"	"contig318077|MFSD5|12"	8.0500586935242	10.1073624663611	325
"4919"	"contig318078|SOS2|6"	12.9022459965917	15.145368338994	369
"4920"	"contig318088|CCDC39|6"	13.0261608821125	16.6731640546149	253
"4921"	"contig318091|NEIL1|11"	9.84832433436309	11.8246235798285	336
"4922"	"contig318093|RBCK1|11"	8.61862635576185	9.73457794047873	336
"4924"	"contig318102|DISP1|11"	7.73844413635218	8.81196586359691	227
"4925"	"contig318110|TUBGCP4|6"	7.5498733474138	7.94086738470527	252
"4926"	"contig318113|CCND2|6"	10.6829390120756	12.8775204808233	391
"4927"	"contig318115|THOC7|11"	4.61016969023372	5.383443142268	282
"4929"	"contig318123|SLC25A6|6"	11.0513732191762	12.4500337679831	224
"4930"	"contig318128|APAF1|7"	11.8159148917061	13.8388949330745	293
"4931"	"contig318129|KIAA0913|12"	9.57162474365344	11.0900392937444	247
"4932"	"contig318134|RNF150|6"	7.40894296867126	8.81114346517218	263
"4933"	"contig318136|MPDZ|6"	10.9743299673234	13.4145434406971	353
"4934"	"contig318138|ADORA3|11"	9.08280666707327	10.6163622121011	270
"4936"	"contig318152|LUZP1|11"	6.64917511594748	8.19466338989109	296
"4937"	"contig318159|TRERF1|12"	6.7594963040671	7.72944606946945	275
"4939"	"contig318166|PTCD3|11"	13.5243556096498	16.0452081280896	374
"4940"	"contig318171|LPHN2|8"	13.3523772225978	16.0790446292493	345
"4941"	"contig318173|ABCB6|8"	8.84269576475676	10.8330212026109	273
"4943"	"contig318177|UNC5D|6"	6.47009630869338	8.88990841957709	364
"4944"	"contig318182|RYR1|11"	10.162450234163	11.4514255669635	221
"4946"	"contig318201|DGAT2|6"	6.10780289095974	6.65381812221382	226
"4947"	"contig318209|AP4E1|11"	9.85622345333528	11.8456431904576	318
"4948"	"contig318210|SPOP|6"	6.09053282721984	6.74777314658127	175
"4949"	"contig318211|HEXDC|11"	8.39898956139689	10.5017756639255	281
"4950"	"contig318215|LRRC1|8"	8.94071486251133	9.77254540967689	370
"4951"	"contig318218|GCNT1|8"	6.44129570020822	7.71137792485582	315
"4953"	"contig318223|MPHOSPH10|9"	10.9348455029055	13.3773995782244	377
"4954"	"contig318224|OTOP2|11"	16.4501291436354	19.4243208801879	290
"4955"	"contig318228|CPAMD8|11"	10.997637527876	12.2250952888758	221
"4956"	"contig318235|PUS1|11"	8.38327793604897	10.5674062348895	326
"4957"	"contig318237|FAF2|7"	5.21700035036358	6.71306042714764	326
"4958"	"contig318242|ZFP161|8"	7.28442605286997	8.17488879663364	198
"4959"	"contig318249|MBD5|11"	8.56170512646125	9.99162531547764	263
"4960"	"contig318258|C10orf90|11"	8.74985215105691	10.1011200999285	436
"4961"	"contig318260|PPP2R2A|11"	3.80584948667287	7.24126320517037	375
"4963"	"contig318267|ADAMTS12|11"	13.0938030464079	14.8735208505531	238
"4964"	"contig318272|HOMER1|6"	11.3479536942587	12.9940204378122	225
"4965"	"contig318276|SLC11A1|9"	5.30189067462413	6.91283688376709	269
"4966"	"contig318278|HSPA12B|6"	10.8782233038896	12.3053335801887	212
"4968"	"contig318292|E2F3|6"	6.62772166630451	8.62890480845058	257
"4970"	"contig318299|HMMR|6"	7.81541851897193	9.30832515545364	276
