"Target"	"AverageTargetDepthAcrossHSP"	"max100AverageTargetDepth"	"Length"	"informativeSNPs"
"3111"	"contig314820|RBBP8|8"	10.0575941957012	11.8177478781316	290	1
"3112"	"contig314824|RBBP6|11"	9.2878955629763	11.4157925482213	405	2
"3113"	"contig314825|FBXW7|6"	5.01145600991646	6.262418183478	316	4
"3114"	"contig314828|E53E5|OPA"	14.4168087335827	17.6688730634518	399	5
"3115"	"contig314829|TACC3|12"	13.3142614591845	16.5141694379311	426	6
"3116"	"contig314831|ZNF292|11"	13.6900402034365	17.2170411995907	336	5
"3117"	"contig314832|PRPF38B|8"	13.4547970027214	15.1627155851182	292	6
"3118"	"contig314833|BCAP29|4"	8.91380854096413	9.89980075942455	185	4
"3120"	"contig314836|TMEM65|11"	12.1048407425602	13.9930467059342	336	4
"3121"	"contig314837|UBE2H|3"	10.1220707145027	12.6050762226987	358	8
"3123"	"contig314841|PALMD|12"	10.2698264338269	12.5107306614685	432	12
"3124"	"contig314842|CASK|6"	11.6087587055208	13.6309802147504	305	4
"3125"	"contig314847|ZNF182|11"	9.94033926556737	11.1962619457935	253	1
"3126"	"contig314848|UPF2|11"	5.56507930908657	6.62776679260218	272	5
"3127"	"contig314852|UTP14A|11"	8.84693852269197	10.7934742047447	290	6
"3128"	"contig314857|PHKB|6"	13.2877875253477	15.4601116625825	330	3
"3129"	"contig314859|ARL3|1"	5.30842308038806	5.97993428516709	371	2
"3130"	"contig314863|ANKRD50|12"	4.7890919369449	5.65020518823054	196	2
"3131"	"contig314866|ATP6AP2|6"	12.6192615360986	15.3569243034693	355	2
"3132"	"contig314867|LPL|11"	5.80726700105464	6.53303851352254	293	3
"3133"	"contig314871|SKI|8"	5.66102859041162	5.88253367879073	278	1
"3134"	"contig314872|PTER|8"	14.1171669748617	15.5631449627347	207	2
"3135"	"contig314874|KLF6|11"	5.97798463010119	7.45037466940436	214	2
"3136"	"contig314875|RTN3|11"	6.00806798039066	6.46314867315273	250	2
"3137"	"contig314876|LRRK2|11"	6.66994021759017	7.40374292008018	239	2
"3138"	"contig314877|PDPR|11"	11.4494865601852	13.3292955448113	226	3
"3139"	"contig314878|TRIP11|7"	18.0141151585795	20.9164749500285	409	6
"3141"	"contig314883|OGFR|11"	9.79531835795011	11.3417906430862	284	5
"3142"	"contig314885|GRIP1|8"	4.89604030773022	6.05953505389909	234	5
"3143"	"contig314887|ASB8|11"	11.0509489401964	12.6381035186811	224	4
"3146"	"contig314894|UBP1|2"	14.3622108915086	17.5821767760207	335	1
"3147"	"contig314896|ELMO3|9"	8.90966190479777	10.6239237269105	341	4
"3148"	"contig314905|ZNF318|11"	8.13800522241254	10.7644590267404	303	1
"3149"	"contig314912|MCM2|6"	5.39320781063008	7.039805782222	357	3
"3150"	"contig314913|VRK3|11"	7.57238629871853	9.34465611453345	273	1
"3151"	"contig314916|NOL6|11"	7.48518561750323	8.18902676493036	356	1
"3152"	"contig314917|LMAN1|6"	8.40020271389338	9.28527640596872	213	1
"3153"	"contig314918|EFHD2|8"	12.0517650076186	14.3120864403684	351	9
"3154"	"contig314923|PCDH20|6"	6.08554191971866	7.48263098593582	264	6
"3155"	"contig314928|CEP95|9"	6.46827783099571	7.69966257390455	401	3
"3156"	"contig314931|FGD3|9"	9.50185389553106	10.9589772823304	237	4
"3157"	"contig314932|MPPE1|6"	13.7734020860512	16.5607584865376	391	6
"3158"	"contig314937|COL17A1|11"	6.88598451509098	8.24014006664618	330	3
"3160"	"contig314943|SPON1|6"	5.48306138381535	5.80070516163382	439	1
"3161"	"contig314946|TDRD7|11"	4.71965366351455	5.85346688575018	263	1
"3162"	"contig314948|PDP2|11"	14.2266246563921	16.2057108333242	255	4
"3163"	"contig314951|IMPDH1|8"	24.2400466216814	28.053200062172	308	2
"3164"	"contig314954|DHX34|8"	9.50694405112962	11.1505615868535	443	2
"3165"	"contig314956|PDCD11|11"	5.84188117649482	7.31508051602764	293	6
"3166"	"contig314958|UBE2Z|11"	11.1668912843641	12.6313051625904	244	1
"3167"	"contig314961|TLK1|11"	10.2549079302652	11.8133072914669	244	1
"3169"	"contig314964|CHMP5|6"	8.61678500615297	9.53475301364164	191	2
"3170"	"contig314965|ACTR1A|6"	15.2343013828188	20.5241302243756	410	4
"3171"	"contig314966|ADCK3|6"	8.29813279776378	9.35735072814982	258	2
"3172"	"contig314968|R3HCC1L|11"	6.67009476157192	8.35278707795782	281	5
"3173"	"contig314972|PROM1|11"	4.78469267056293	5.5824622921061	246	2
"3174"	"contig314978|ZNF717|11"	11.0138159259436	13.4229222502511	312	3
"3176"	"contig314980|PPP2R5A|11"	15.8986047260507	19.0488148157524	347	1
"3177"	"contig314982|ACY3|11"	6.58455233760806	9.74020652149491	381	12
"3178"	"contig314985|USP44|11"	12.1248729658802	14.0541930172771	290	3
"3179"	"contig314987|OSBPL11|12"	8.84977819533985	11.06983434975	256	2
"3180"	"contig314988|APITD1|8"	6.32948332622373	7.33703299093291	216	8
"3181"	"contig314989|AMPD1|9"	7.64280505825711	8.23858651153637	163	1
"3182"	"contig314991|TGS1|11"	7.82669629585109	9.36630001864155	414	4
"3184"	"contig314993|ANTXR2|11"	11.926680799001	14.7277723826978	313	3
"3185"	"contig314994|KCTD2|6"	9.5495127600539	11.2488586522047	320	6
"3186"	"contig314997|CHAF1A|9"	10.0169512327969	11.8991315037745	277	3
"3187"	"contig315000|MCM4|7"	5.61060389488796	7.22668679431655	279	4
"3188"	"contig315002|LRRN1|8"	7.69492234120114	9.37816350148	335	2
"3189"	"contig315004|VGF|12"	8.49911216259302	10.1177215992935	375	6
"3190"	"contig315005|FAM83G|11"	9.85942650390523	11.3702029781805	259	3
"3191"	"contig315008|MRE11A|7"	9.75107299357407	13.1145301707005	366	6
"3193"	"contig315014|RAD21|11"	10.0702959020532	11.7723106508291	308	6
"3194"	"contig315020|DICER1|6"	13.2993666461556	15.3287954690138	264	6
"3195"	"contig315023|MTMR6|9"	13.255917126432	15.4949032242829	268	6
"3196"	"contig315028|MPP6|6"	10.673989753211	12.0575375981298	250	8
"3197"	"contig315033|DIAPH1|8"	10.6512232343692	12.48515583583	299	3
"3199"	"contig315044|PIGN|8"	8.61176215117043	10.4406664550131	257	5
"3201"	"contig315048|SCNN1A|11"	8.48402348959994	10.3888366441204	346	5
"3202"	"contig315051|TAB2|6"	12.0124832800082	14.2559024685624	364	2
"3203"	"contig315053|NCKAP5|7"	4.91163909053943	5.56709615824945	314	1
"3204"	"contig315054|LIMS2|2"	10.3697462214668	11.8691721047849	300	5
"3205"	"contig315055|FBXO4|11"	12.3368284025537	14.5576203460952	329	3
"3206"	"contig315058|LUC7L3|9"	8.49947060058496	10.9099783852215	318	3
"3207"	"contig315075|PAPLN|11"	13.2079526193754	15.0209436469035	395	1
"3208"	"contig315078|KIT|11"	7.17981715982104	8.453353597748	280	8
"3209"	"contig315079|ENAH|3"	11.4068437903768	12.8333534186398	241	1
"3210"	"contig315080|ARID4A|11"	7.47086644645064	9.30463141944945	377	6
"3212"	"contig315085|FAM107B|6"	11.3656286200024	15.127635578394	376	5
"3213"	"contig315088|BEND7|6"	11.2905411699549	13.6945672303156	386	11
"3214"	"contig315090|TARS|11"	9.28506625986053	11.6525366307978	295	4
"3215"	"contig315091|TOMM70A|3"	25.3929229791168	29.519464038126	263	1
"3216"	"contig315092|CORO1B|11"	8.09373215535969	9.77081177171992	329	6
"3217"	"contig315097|MAPKAPK3|6"	8.03019442912693	9.87565796884036	315	6
"3218"	"contig315098|SLC30A7|3"	12.8590537889645	15.8715461485604	334	2
"3219"	"contig315099|HARS|11"	7.51517949073346	8.02553181832854	432	4
"3220"	"contig315101|CCDC66|11"	17.4331113578818	21.0740889887247	389	3
"3222"	"contig315103|CSE1L|3"	11.8461401227441	14.0345412881013	245	5
"3223"	"contig315104|7-Mar|11"	12.7617146998626	14.9631863387236	325	6
"3224"	"contig315105|EXOSC10|11"	11.9668102254136	14.0390519721349	301	4
"3226"	"contig315119|NCKAP1|2"	17.5752887549421	20.6714576124332	370	3
"3227"	"contig315120|SEPN1|11"	9.3414614269415	11.355338685746	403	6
"3228"	"contig315122|RAI1|11"	8.87747855889222	10.6022590699802	334	3
"3229"	"contig315124|PPP1R15B|11"	13.1960916682092	15.3210493230811	332	2
"3231"	"contig315132|ZBTB38|8"	5.45205088214109	6.838482485868	304	4
"3232"	"contig315133|ACAD9|7"	14.6356123049952	18.2293256118689	340	4
"3233"	"contig315134|UGCG|2"	11.0749469346461	13.5494757039013	385	5
"3234"	"contig315136|GABPA|7"	14.4025476879483	16.1219391383669	213	3
"3235"	"contig315137|E13A7|OPA"	10.9718783118774	13.190310871634	379	10
"3236"	"contig315139|CUL3|1"	13.2432703997699	14.7477660241124	256	1
"3237"	"contig315142|E15A11|OPA"	7.26677694312363	10.0588837938742	391	14
"3238"	"contig315146|SCAMP3|6"	9.52828019760302	11.2348739319396	376	8
"3240"	"contig315152|FAM35A|11"	7.44115936289815	8.35783562933273	211	3
"3241"	"contig315156|KIF2C|8"	13.2384686463683	16.2534805544706	375	2
"3245"	"contig315163|SCG2|11"	9.67418533337828	11.5473856599933	288	2
"3246"	"contig315169|E2F8|11"	10.844579462975	12.5300122306747	274	4
"3247"	"contig315170|GLUD1|6"	3.81716880835152	5.23835103543346	378	2
"3248"	"contig315181|SMEK1|11"	14.0725172644251	17.2687653782568	359	3
"3249"	"contig315182|FAM83B|12"	11.8364156633662	13.0451658233253	161	2
"3250"	"contig315183|ZFP64|8"	13.5053839220845	15.6679157526416	308	7
"3251"	"contig315184|RBM19|7"	6.63915162244723	7.23820795455228	334	3
"3252"	"contig315189|SUV420H1|6"	16.4173482695262	18.8660000578276	326	2
"3254"	"contig315202|HIAT1|8"	8.28458700872248	10.4664025502147	372	4
"3255"	"contig315204|UBIAD1|11"	12.0051096384465	14.2300808084518	301	3
"3256"	"contig315206|PRPS1|8"	13.9506942146354	16.9164754738325	427	4
"3257"	"contig315208|GRB2|6"	12.6567681919847	15.1438081432044	287	1
"3258"	"contig315211|1-Mar|8"	4.96604056476537	5.83845013754564	178	2
"3259"	"contig315214|SNX33|6"	10.7181632375705	13.8526052768718	335	1
"3260"	"contig315216|ZNF300|11"	12.4523906167737	15.2535468189516	342	8
"3261"	"contig315218|SND1|7"	10.1550439823367	12.0541984524233	303	1
"3262"	"contig315219|SAR1A|6"	12.1777486333937	19.0888675998373	304	1
"3264"	"contig315223|PELI3|6"	14.4855764085429	17.0185101618427	351	5
"3265"	"contig315224|BARD1|11"	9.72891195804413	11.9938007851956	298	6
"3266"	"contig315226|CYBRD1|7"	14.6280948088514	17.119728163319	351	7
"3267"	"contig315227|CBLL1|4"	9.34029873950791	10.6019410212313	232	1
"3268"	"contig315228|CYB5R3|6"	10.891902782015	12.9550922899475	268	2
"3269"	"contig315230|HCFC1|11"	7.39391200906355	8.76900393308472	297	1
"3270"	"contig315234|SLX1B|11"	12.9009628058171	17.6736022522836	375	6
"3273"	"contig315245|GRHL2|6"	9.45416347919644	11.6297268629707	317	3
"3274"	"contig315247|FAM117B|11"	10.3740549431166	12.2806390358991	308	2
"3275"	"contig315249|SART3|11"	7.52430982681025	9.20152575729925	267	6
"3276"	"contig315250|DDX24|11"	8.35979687483625	10.4626032437455	328	1
"3277"	"contig315251|VPS37B|11"	8.45748171201525	11.5163848212983	316	2
"3278"	"contig315252|ETF1|8"	8.81384186089132	10.4406096095244	266	1
"3279"	"contig315255|IPO13|3"	4.62960665821925	5.45427399815636	219	2
"3280"	"contig315257|PARP1|7"	12.852681935194	16.1228923152356	440	7
"3281"	"contig315259|NOTCH1|11"	12.2472231187587	15.2860731237431	394	6
"3282"	"contig315262|RAB2B|7"	19.6166030480616	23.6892623316176	292	1
"3283"	"contig315263|ABCC1|8"	12.8385212675582	14.6926730703118	259	1
"3285"	"contig315265|SLFN13|11"	11.6909424294727	13.8976136094189	317	3
"3286"	"contig315266|DHX33|11"	5.41597204394874	6.76656458585673	326	7
"3287"	"contig315270|MPI|6"	8.15844692661804	9.34372094795346	344	1
"3288"	"contig315281|KLHL28|6"	11.773548373502	13.8447196796895	266	3
"3290"	"contig315284|PRICKLE2|11"	8.19412497165335	10.2273230494749	350	3
"3291"	"contig315285|ABCF3|6"	11.5071272739726	13.9780380369355	380	8
"3292"	"contig315286|TOE1|11"	5.95028566081497	6.21506084797272	313	1
"3293"	"contig315287|PRDM2|11"	11.5220685210155	12.7960588618382	202	2
"3294"	"contig315289|HMGCR|9"	8.04954373032299	8.87859657070055	196	1
"3295"	"contig315294|LYN|11"	15.2780142847571	18.2802436062124	393	2
"3296"	"contig315295|ZBTB5|11"	6.88721416668642	8.40427603756891	316	1
"3297"	"contig315296|UBR4|6"	13.4173395033148	16.0951416676745	403	3
"3298"	"contig315297|QSOX2|9"	8.36125478625988	9.78794114313545	330	2
"3299"	"contig315298|FILIP1L|11"	12.1510103901533	14.5051224391351	348	2
"3300"	"contig315300|SLC37A3|6"	11.6722382358479	13.0912272372689	247	8
"3301"	"contig315301|TXNDC5|6"	5.33413696832935	5.77493778501745	231	1
"3303"	"contig315313|FBXO30|11"	11.5377180212003	13.4575398700913	278	4
"3304"	"contig315317|DOCK7|6"	13.0349117394352	14.6629082517844	234	2
"3305"	"contig315318|KIF11|9"	7.80628689982612	8.40859191060273	298	4
"3306"	"contig315319|FEM1C|6"	11.6860055147066	13.9598563247238	411	2
"3307"	"contig315325|FRS2|6"	17.022099293331	20.0514494567022	315	4
"3308"	"contig315327|EHHADH|9"	14.3325748540432	17.0600672663727	423	3
"3309"	"contig315332|ZNRF2|6"	9.11114409796776	10.5407967419744	366	4
"3310"	"contig315333|LRRCC1|11"	8.90758678872047	9.86758685796055	378	3
"3311"	"contig315334|DHX36|7"	18.7023833002465	24.7391802638167	342	1
"3312"	"contig315336|TKT|9"	8.42822122029321	10.931853586819	379	8
"3313"	"contig315337|MSI1|8"	7.32238047068263	8.80417899968145	253	2
"3314"	"contig315338|BCORL1|8"	9.72057104954577	11.8378992369462	286	2
"3315"	"contig315345|AUTS2|6"	11.2091575150659	13.6794327259078	267	1
"3317"	"contig315351|DIS3L2|6"	4.72405618630465	5.63583937254843	315	4
"3318"	"contig315352|ITGA3|8"	6.15076892274399	7.46310787420055	332	4
"3320"	"contig315359|PNPO|11"	11.0079788659533	13.5592026589584	315	3
"3321"	"contig315362|AKT1|3"	8.93036431954545	9.60677596473964	255	1
"3322"	"contig315363|SLC44A1|6"	14.7164570518358	16.9579067989649	411	4
"3323"	"contig315366|ELP3|6"	5.44070914820489	6.28342859527546	228	4
"3324"	"contig315368|GABPB2|11"	8.99023556291695	9.68680141819755	303	2
"3326"	"contig315371|PRF1|12"	6.22949254789787	7.70455745782491	303	2
"3327"	"contig315372|C15orf42|11"	10.4671004117131	12.5484627135986	350	6
"3328"	"contig315373|CECR1|11"	10.0025131077918	11.795583289082	265	4
"3329"	"contig315376|C5orf30|6"	5.21615845236388	6.78553746770709	370	2
"3330"	"contig315377|ADAMTS4|6"	5.87450421222292	8.225321400904	414	3
"3331"	"contig315379|EIF4ENIF1|9"	7.91733672426702	9.28816731955309	258	4
"3334"	"contig315388|REPS1|6"	11.8598900498478	13.7168473291378	329	2
"3335"	"contig315389|NOC3L|11"	7.52246848194436	8.996434712004	265	9
"3336"	"contig315395|CHAMP1|11"	12.3163048016078	13.985836763062	249	2
"3337"	"contig315396|PPP1R21|11"	5.57305808879558	5.93450577510509	358	3
"3338"	"contig315398|TUBGCP2|6"	8.28197985107251	9.83943878484691	248	1
"3339"	"contig315399|MYOZ2|9"	14.7942237816529	17.3472836499842	301	7
"3341"	"contig315404|EIF2AK4|8"	9.01219208091503	10.0583106696103	196	2
"3342"	"contig315407|APCS|12"	34.9129616918357	39.4673108054142	261	1
"3343"	"contig315408|REST|11"	4.95850500365181	5.93933111761618	266	2
"3344"	"contig315409|PARVG|8"	5.78917506311214	6.51957474423273	340	4
"3345"	"contig315411|SETD3|8"	11.722998129525	14.5726960307049	393	7
"3346"	"contig315413|CDK13|11"	4.44041127000445	5.60926143707818	249	1
"3347"	"contig315421|ETV3|11"	5.49718124327206	7.00464421646636	356	1
"3348"	"contig315424|SNTB1|6"	7.56738023552026	9.022435817506	250	3
"3349"	"contig315431|ZNF180|11"	12.5046920571584	14.4123182074456	247	3
"3350"	"contig315432|TBK1|11"	5.17306852866613	5.18750097853873	298	1
"3351"	"contig315436|BUB1B|11"	10.5964402290798	12.4167999482138	216	7
"3353"	"contig315442|PLCG1|6"	12.3335625069347	14.0233978982649	312	6
"3354"	"contig315443|LMBR1L|8"	6.97947244240625	8.86645368408127	324	6
"3355"	"contig315445|GRAMD3|12"	13.585436705879	16.5091559907955	354	3
"3357"	"contig315450|SLC26A4|11"	6.08976131042524	6.57727289805527	292	1
"3358"	"contig315454|IGSF22|12"	15.7747990874604	19.1243713983147	291	2
"3360"	"contig315459|TFIP11|11"	9.76924200179538	12.4085813439262	421	4
"3361"	"contig315460|EFNB2|6"	7.71907137672142	10.1747050933969	388	5
"3362"	"contig315461|BCL9|12"	8.53472937190475	10.0351441406845	268	1
"3363"	"contig315462|KLF5|6"	11.5994904935145	13.7902164667098	318	1
"3364"	"contig315463|MMS19|9"	13.3280938114134	15.1946451942833	261	2
"3365"	"contig315465|UBXN7|11"	7.20066590051809	8.85353274162121	380	4
"3366"	"contig315466|NAA50|6"	4.6118420029578	5.93640102346454	215	2
"3367"	"contig315470|MATN2|6"	4.57226345640093	5.04545069209673	337	4
"3368"	"contig315471|MAD1L1|7"	10.5587707879939	13.1888824810467	331	7
"3370"	"contig315475|NME7|11"	11.7254656705322	12.9173171886355	194	1
"3372"	"contig315484|ANLN|8"	13.0246131679091	14.9721795426776	336	4
"3373"	"contig315485|KIAA0368|3"	5.59968422152317	6.53114481115963	344	2
"3375"	"contig315491|KIF15|9"	8.48261911181267	8.63366388986913	224	1
"3376"	"contig315504|RELA|8"	6.52225375939719	7.10732973165655	317	3
"3377"	"contig315516|SERPING1|11"	8.41074847824834	9.95734990765691	234	7
"3378"	"contig315531|DDX10|11"	5.8682248503293	7.12945800630055	215	7
"3379"	"contig315533|ARRDC1|7"	9.33780100039941	10.7332470020749	207	2
"3381"	"contig315538|NEFH|9"	7.08159554006009	8.78214073345582	214	2
"3382"	"contig315539|GNAI2|6"	7.38805940492574	8.460668400392	189	1
"3383"	"contig315546|RYR3|8"	8.50966337746739	10.3468754133025	347	2
"3384"	"contig315550|FGFR1|4"	4.25249415052549	8.40652317835491	371	4
"3385"	"contig315552|SYNGR2|11"	16.7503235686164	18.5929825856936	284	7
"3386"	"contig315553|PDZD8|11"	8.99627111477417	10.5188032374598	240	1
"3387"	"contig315554|C20orf20|11"	8.79316028250533	10.3409372243695	277	5
"3389"	"contig315558|GPBP1L1|6"	12.7538753613893	14.2873985348195	397	4
"3391"	"contig315562|UBE3B|11"	10.0753099383568	12.4602473529285	358	7
"3392"	"contig315563|FAM103A1|11"	4.0122450517809	5.14553824374527	302	9
"3393"	"contig315564|HSPA9|11"	16.8042203436869	23.2510229767004	356	11
"3394"	"contig315566|PHYHIPL|5"	21.5730046149191	24.9259733360966	415	6
"3395"	"contig315567|DYM|6"	7.07594017252553	8.57415219488654	282	3
"3396"	"contig315572|RAB11FIP1|11"	5.37089898723989	7.01128625890727	361	4
"3397"	"contig315573|ASXL1|11"	11.0992704232688	13.2586388312622	387	8
"3398"	"contig315574|SLC35C1|8"	7.46113445672339	9.048235767602	278	3
"3399"	"contig315576|AFF4|12"	6.57662581475035	7.56411564581273	249	2
"3400"	"contig315578|BCL6|11"	5.10969899991779	7.25796581225073	351	6
"3401"	"contig315579|PPP1R9A|11"	6.10177278587458	7.90434692354508	315	2
"3403"	"contig315587|RNF139|11"	11.0664308121552	13.513792124422	363	4
"3404"	"contig315589|DNAJC13|6"	11.376752994177	14.7533701979661	382	1
"3405"	"contig315592|RNF185|11"	6.68822548297471	8.54398647053291	376	8
"3406"	"contig315593|ACVR1|11"	12.827276257996	14.8462779751911	302	6
"3407"	"contig315598|NDRG1|8"	20.5085174717733	23.1979641704747	257	3
"3408"	"contig315600|CHDH|7"	12.7514844025669	15.2003510155686	337	5
"3409"	"contig315603|PGGT1B|3"	7.57814903399668	9.55620001681818	345	3
"3411"	"contig315610|SEL1L|11"	10.1328660124955	12.3491620562927	233	4
"3412"	"contig315612|ZW10|11"	4.83967010814476	5.802641211656	318	2
"3413"	"contig315616|CIRH1A|11"	4.89576921349701	5.297281663978	381	1
"3414"	"contig315619|USP1|11"	13.9339209307028	16.3384777565436	293	3
"3415"	"contig315620|KIF22|12"	7.5383694557362	9.1088987692542	225	2
"3416"	"contig315626|SAE1|11"	11.4833472084444	13.6700520056551	363	9
"3418"	"contig315632|SH3PXD2A|11"	11.5540004215032	13.7792743441347	314	6
"3419"	"contig315636|ZNF189|11"	9.95011935900301	11.6830127526232	248	4
"3420"	"contig315638|GTF3C1|11"	7.98870317981577	10.4897915826251	309	6
"3421"	"contig315639|RAD23B|6"	19.4545949283185	22.1588683527887	277	1
"3422"	"contig315641|ELF2|6"	6.37866068156733	7.62212922862109	266	4
"3423"	"contig315644|AGPAT6|3"	5.84147504206633	7.69064383867855	348	4
"3424"	"contig315649|HTRA2|8"	10.1044136696644	11.5909519871909	255	2
"3425"	"contig315651|ZNF143|11"	10.9073891672903	12.4905885975537	225	1
"3426"	"contig315653|WSB2|8"	5.87507435846994	6.24196721418018	241	1
"3427"	"contig315657|RFTN2|11"	9.89452065024063	13.6506860108253	315	4
"3428"	"contig315658|JMJD4|11"	8.90673579978807	11.6728384088529	354	5
"3430"	"contig315662|CLPX|2"	9.89043249097129	12.0725826122107	281	3
"3431"	"contig315663|LEO1|9"	9.18736681559526	11.9040433155018	421	2
"3432"	"contig315665|SMAD2|6"	11.2204277399229	13.8511643967658	306	3
"3433"	"contig315669|LYPLA1|11"	9.19661856651417	11.1122338589813	279	3
"3434"	"contig315670|PRKAA1|8"	10.1978582695797	11.5238328133736	203	1
"3435"	"contig315673|CAPZA2|1"	10.1777757048225	12.5228500807727	382	5
"3436"	"contig315674|SGK2|9"	11.9021780360001	13.3414840791715	259	3
"3437"	"contig315677|CHMP2A|6"	8.15364038613474	9.55509933941909	323	2
"3438"	"contig315678|NNMT|12"	12.528735848411	14.0318302658995	389	7
"3439"	"contig315679|IPO11|9"	9.71532646551757	10.8271668984215	221	1
"3440"	"contig315682|CBFA2T2|6"	7.93174521526308	10.4934286650353	374	8
"3443"	"contig315691|FAR1|6"	9.39926813841106	11.7852682702789	203	2
"3444"	"contig315692|AIP|6"	7.03197785952649	8.41506806615273	280	8
"3445"	"contig315697|ZNF622|11"	9.82398370537789	11.997463879352	388	6
"3446"	"contig315699|NKRF|11"	13.6150105654372	15.7803678154131	370	1
"3447"	"contig315700|THOC5|8"	10.6091232507939	12.9897406258964	355	2
"3448"	"contig315702|TOPORS|12"	12.7069106407459	15.5841418648909	342	2
"3449"	"contig315704|HOGA1|11"	6.73523424124457	7.30995745095127	164	1
"3450"	"contig315706|FRMD6|8"	10.0064368268978	11.834788765056	300	2
"3451"	"contig315710|ZER1|8"	10.0067634544792	12.5424425208229	308	2
"3452"	"contig315712|GBA|9"	7.23485728798348	8.77113333775891	371	5
"3453"	"contig315726|STX5|6"	5.48526819376622	6.84947848660018	317	6
"3454"	"contig315728|AGPAT9|7"	5.66134200895871	6.69455112024218	273	6
"3455"	"contig315735|SCML2|11"	11.0706502782748	12.460603529328	323	3
"3456"	"contig315739|FAM213A|8"	6.38370245808661	8.19927057286892	240	2
"3457"	"contig315742|NCF1|6"	16.6926973187363	19.2088484814211	353	3
"3458"	"contig315746|NHSL1|11"	4.4600870349386	5.59655315110491	293	4
"3459"	"contig315747|FMR1|8"	6.73604892692449	7.46099068277618	196	2
"3461"	"contig315752|FAM198A|11"	12.8267935062392	15.2814703239476	332	3
"3462"	"contig315753|B3GNT3|11"	13.9705053748575	16.5797926320313	370	3
"3463"	"contig315759|TSPAN31|11"	8.22056903889848	10.1946357991358	324	6
"3464"	"contig315766|TTC39C|6"	15.1139808827784	17.8311817640296	388	4
"3466"	"contig315777|HELLS|11"	8.32769030922307	9.80216261692418	226	6
"3467"	"contig315780|ZNF432|11"	12.0677119874568	14.1336501042062	321	12
"3468"	"contig315781|E12G10|OPA"	14.7427542550003	18.030043053794	388	6
"3469"	"contig315786|NIPBL|8"	15.4014045610976	18.5982674859191	377	4
"3470"	"contig315788|EFEMP1|7"	5.10318835514052	6.08124936605618	258	2
"3471"	"contig315789|TMTC4|8"	5.61002876231921	6.29124499765636	361	2
"3472"	"contig315792|C17orf75|11"	12.335612869947	14.3398728559073	299	8
"3473"	"contig315796|C17orf39|6"	4.32187344791465	5.13084124770654	216	1
"3474"	"contig315797|STAM|11"	15.3595971195794	18.3891791826175	297	5
"3475"	"contig315799|SF3A1|8"	9.17878786440242	10.8424545820493	364	1
"3476"	"contig315800|TWF1|6"	11.343224290434	13.7593541872533	418	8
"3478"	"contig315811|CDC5L|6"	11.2279761421131	12.7397437933069	253	4
"3479"	"contig315813|TNFSF10|11"	9.69980145615927	12.7427089156175	356	8
"3480"	"contig315815|MCRS1|3"	11.1814362092313	12.4024654623309	205	5
"3481"	"contig315820|ANKRD13C|6"	8.15221555695037	9.08248192628746	191	3
"3483"	"contig315828|ARHGAP31|12"	7.1399202044115	8.35277370997	264	3
"3484"	"contig315831|NCAPD2|11"	10.261349648949	12.1929680929091	361	7
"3485"	"contig315832|DPYS|11"	6.70389958639294	8.73600087820036	304	4
"3486"	"contig315833|MOXD1|11"	6.52130636732067	7.60157705698636	248	11
"3488"	"contig315840|MAP3K1|6"	10.3217537388793	12.210655146864	317	1
"3489"	"contig315845|KDM4C|11"	11.9037724492713	13.6992195176912	242	6
"3491"	"contig315853|NPEPL1|9"	4.65532821781386	5.734835823898	246	4
"3492"	"contig315855|ARHGAP32|8"	5.4025381791486	6.56642177943491	251	5
"3493"	"contig315856|HAUS6|11"	5.89267210494734	6.19049362691273	361	1
"3494"	"contig315864|UBE2Q2|6"	15.6764773394154	17.9649369974867	318	2
"3495"	"contig315882|KIAA1462|12"	11.2382810070967	13.3902121831811	353	3
"3496"	"contig315887|THBS2|9"	8.27007262859714	10.2882183720813	349	4
"3498"	"contig315890|CUEDC2|6"	12.3340773023351	15.2763871646476	317	9
"3499"	"contig315894|CAT|3"	7.00265465230876	8.44153141571036	362	2
"3501"	"contig315898|FRK|9"	7.80504870629589	8.92803869966491	248	5
"3503"	"contig315902|FAM115A|11"	7.61993666065631	9.18456090367764	360	2
"3504"	"contig315904|ZNF524|11"	8.52652003638513	9.96378843247873	247	2
"3505"	"contig315909|INPP5F|11"	7.59410835064678	10.0117739882915	433	3
"3506"	"contig315911|CTCF|6"	14.1162631234104	16.7659524518771	371	4
"3508"	"contig315914|DGKZ|11"	4.85239319017589	5.69889220133127	230	2
"3509"	"contig315919|AGTPBP1|11"	10.014637093038	12.309478121652	367	8
"3511"	"contig315921|FAM114A1|11"	11.1080346003277	13.6286620719939	398	5
"3512"	"contig315924|FBXL5|8"	14.5654346352254	16.4762686878059	293	3
"3513"	"contig315928|DHRS11|6"	6.60869074102232	7.78699031252091	278	2
"3515"	"contig315934|IQUB|11"	7.78387975153387	8.87325151204618	374	4
"3516"	"contig315935|SEMA3D|8"	9.68992458757576	11.1526100155505	264	2
"3517"	"contig315936|EYA2|11"	6.77930060634588	8.01797331350055	258	6
"3519"	"contig315941|BCKDHA|11"	5.42342776480481	6.11886633552945	250	2
"3520"	"contig315943|ITGBL1|8"	4.33530237625045	5.62350974421762	275	4
"3522"	"contig315949|DDX19B|6"	6.34270685515439	7.74277999062655	340	4
