Target	Length
contig359647|JAZF1|6	194
contig314301|NINL|11	229
contig319014|P2RY4|8	306
contig144344|FAM49A|2	278
contig188767|CDK5|6	197
contig320016|SLC44A3|11	235
contig235729|DNTT|8	402
contig355927|CSNK2B|3	348
contig323019|RPS6KC1|11	166
contig316638|SGIP1|11	353
contig407121|GKN1|8	306
contig106323|KDM5A|11	382
contig315048|SCNN1A|11	346
contig113035|TFPI2|11	187
contig318062|TMTC2|6	416
contig87270|TRMT2B|6	228
contig212582|OXA1L|8	265
contig314760|CPEB2|6	225
contig319013|MGA|11	277
contig317728|PAF1|11	242
contig320053|PRC1|8	347
contig315665|SMAD2|6	306
contig318669|MCOLN2|11	242
contig215098|GALNT13|8	334
contig158479|MAP3K15|6	185
contig160818|PFKFB2|6	310
contig326216|CXorf58|8	336
contig155828|CDH1|11	264
contig323563|DDC|6	347
contig204148|TLR3|11	307
contig322181|SLC25A32|8	257
contig184781|LYPLAL1|11	297
contig321009|FBXO22|7	186
contig320034|SZT2|8	302
contig314374|TMEM127|6	262
contig319461|KCNG1|11	231
contig316106|PNN|6	359
contig330955|PPP2R4|11	230
contig166375|METTL9|12	251
contig527645|SERPINE3|8	270
contig142989|PRG3|11	214
contig315054|LIMS2|2	300
contig317781|FTO|9	368
contig205902|CDK17|3	342
contig204441|TFCP2L1|8	296
contig440194|FABP4|8	287
contig316586|ZHX3|8	302
contig736790|SPATA13|2	243
contig201749|MYOF|6	424
contig331829|KIAA1704|6	399
contig329210|DNAJA4|6	395
contig140735|TPX2|12	373
contig131591|C21orf33|6	246
contig318719|RDX|6	261
contig189709|RAD17|6	274
contig316865|FAM190A|12	206
contig102182|PDLIM3|6	186
contig315956|SNIP1|11	216
contig124104|BET1|8	281
contig213373|ABCA3|6	353
contig191603|BEND4|11	389
contig318367|SCFD1|11	239
contig320979|PGK1|3	261
contig323717|ELFN1|11	285
contig431366|DNAH2|6	305
contig317863|TCEANC2|8	364
contig335561|MRPS30|11	255
contig202537|NCOA5|9	328
contig201848|TNPO3|11	356
contig356468|MIA|6	299
contig111379|RAB32|11	192
contig209602|GHDC|12	223
contig358533|DHX58|6	336
contig106994|ZC3H7B|8	201
contig117508|DDX18|11	196
contig320330|VAPB|6	270
contig314464|SLC50A1|11	205
contig230848|BCL9L|6	261
contig113462|GRINA|6	350
contig322648|MORN3|6	346
contig323901|BCOR|12	265
contig218695|FBXL2|6	393
contig134159|C11orf54|11	343
contig142182|NPL|11	238
contig88888|DPM1|4	199
contig322958|BEGAIN|11	160
contig134379|CCDC99|11	347
contig324512|ST3GAL2|8	175
contig135917|METRNL|6	246
contig204001|SLC25A28|11	289
contig127645|MRPS35|6	234
contig316450|STK38|6	434
contig319304|CYP2A13|8	242
contig346114|SH2B1|11	207
contig211962|PAN3|6	157
contig326798|PPCS|12	211
contig317540|PPP3R1|11	183
contig208974|YIPF1|11	318
contig329123|NMU|11	307
contig160734|SLC16A6|11	272
contig78231|PPP2R1A|11	235
contig206014|TRAK1|2	213
contig321709|C1orf222|8	371
contig315957|NUP107|7	347
contig319518|DDAH1|6	298
contig317525|NAV1|6	270
contig190015|LOC100288130|11	242
contig79585|GDPD2|8	288
contig208218|STK4|12	176
contig683097|PRSS3|11	223
contig183360|SDR42E1|11	256
contig319826|XRCC6BP1|8	407
contig208158|RASL11A|8	351
contig204345|RPA1|7	326
contig206592|CASP2|11	245
contig190117|TM2D3|11	229
contig213501|MS4A15|11	357
contig203802|USP24|3	399
contig316546|CCNE2|6	311
contig243510|LRRIQ3|12	311
contig202110|SMAD5|3	215
contig118160|ATG4C|3	381
contig316598|PES1|9	265
contig315413|CDK13|11	249
contig321686|FN3KRP|8	333
contig202051|FAM134C|9	336
contig190743|SNAP91|7	234
contig183023|DCUN1D3|6	305
contig320488|FGFR3|11	287
contig337391|FNBP4|6	296
contig201684|CTDSPL2|6	236
contig321674|ATAD1|6	385
contig335716|CCDC142|12	242
contig123563|CCNL1|11	439
contig158063|RRAGC|6	302
contig190547|TUFM|6	322
contig123833|AFF1|6	162
contig329762|APTX|7	281
contig316234|NFKBIA|11	250
contig329787|IGF1R|11	307
contig366713|TMEM50A|6	416
contig206590|BPHL|6	362
contig212946|TMOD1|11	219
contig320604|DMXL2|11	216
contig207739|IMMT|6	286
contig314665|RANBP2|12	339
contig411450|CAD|8	314
contig80167|CD55|11	202
contig210225|FAM175B|6	284
contig321087|CRTAP|6	342
contig213738|NLRP1|11	288
contig203470|FAM69A|6	300
contig336331|EPM2A|11	436
contig210855|POLR1C|6	377
contig317577|PPP1R7|11	363
contig319337|PKP3|6	189
contig348660|ATP13A5|8	284
contig189949|UBQLN1|6	329
contig202206|ZC3H10|11	277
contig206826|IDH3B|6	407
contig58730|ARL6|6	158
contig157530|FBXO36|8	176
contig118286|NOC2L|8	209
contig191687|WDR3|6	303
contig106347|DYSF|6	259
contig326928|KIF26B|6	204
contig326866|HSPB8|6	254
contig344522|RBM8A|6	303
contig190063|CHMP2B|2	329
contig316895|LRRC4C|8	386
contig201510|SLC7A5|5	265
contig135197|UBE2I|3	336
contig156243|ACSBG2|8	227
contig327680|THSD7B|11	207
contig316853|SCAI|7	354
contig155660|GPR116|8	217
contig91638|CCDC160|8	341
contig319872|TRIP4|6	339
contig735384|UNC79|6	229
contig204846|FASTKD3|6	260
contig218067|3-Mar|6	377
contig447905|TIMP4|11	177
contig133824|MTFR1|8	283
contig321474|OSGIN2|11	269
contig332947|CALHM2|8	313
contig347897|C7orf63|11	190
contig215185|KIAA0100|6	267
contig324164|LPCAT3|8	332
contig77080|DDX6|6	291
contig140618|TMOD4|6	308
contig326136|TIAM2|8	282
contig890401|GPSM1|8	153
contig184171|GPR35|11	344
contig205440|RAPGEF2|6	320
contig141759|CRYAB|11	199
contig208464|TAF1D|12	305
contig317437|IL16|11	357
contig319800|LRRC8D|8	304
contig202533|PRPF18|8	159
contig368216|CCL3L3|9	158
contig141915|EXOSC5|9	232
contig323517|GTDC1|8	323
contig184476|LSM4|9	336
contig380622|MCTP2|6	291
contig223223|HIVEP1|11	293
contig203859|MAT1A|6	314
contig321863|AXDND1|11	315
contig316497|DLG2|6	168
contig203115|MYO1B|6	352
contig201932|RNF152|6	203
contig333682|UTP23|11	227
contig314544|9-Sep|6	311
contig314966|ADCK3|6	258
contig21718|SAMD9|11	358
contig124361|TMLHE|11	343
contig66599|LPO|11	380
contig139776|FKBP9|6	385
contig324948|GPR151|11	295
contig315620|KIF22|12	225
contig314504|DNAJC10|6	419
contig192219|NUDT16|8	251
contig328797|SUSD4|8	315
contig135711|GAMT|3	274
contig412284|POC1A|11	347
contig315446|FAM20A|6	327
contig210762|PIAS2|6	181
contig117431|BIN3|4	231
contig134308|BCKDK|11	346
contig315813|TNFSF10|11	356
contig314847|ZNF182|11	253
contig76201|PPP2R3B|8	350
contig320493|CKMT1B|3	243
contig374455|GNG13|8	401
contig123730|SRSF5|6	230
contig790739|CORIN|8	156
contig201401|PRELID2|11	243
contig413606|SPR|11	288
contig202516|CD53|12	359
contig321185|EPS8|11	290
contig333813|C1orf173|11	211
contig207649|SHMT1|8	292
contig215512|MTBP|6	357
contig314323|U2SURP|11	235
contig318723|PI4KA|6	317
contig206233|AP3M1|6	355
contig327480|ATMIN|6	282
contig140970|CNOT4|6	300
contig315462|KLF5|6	318
contig761298|SATB2|6	314
contig202866|MIA3|8	352
contig321435|KBTBD2|6	274
contig122360|MKL1|9	382
contig123353|USP16|6	189
contig319920|DDX52|6	240
contig201942|MAP4K5|3	176
contig346717|BCDIN3D|6	307
contig209289|ZNF286A|11	177
contig323274|NMNAT2|8	336
contig332992|CYC1|8	287
contig98068|NDUFS5|11	213
contig320135|DPP6|6	293
contig193277|RPP30|7	378
contig35479|VAT1L|6	338
contig158943|EPB41L5|7	353
contig205104|GAK|9	230
contig316596|BMS1|7	177
contig191991|SLC4A10|6	310
contig315333|LRRCC1|11	378
contig315140|NSUN2|8	309
contig220812|METTL12|11	371
contig214476|KALRN|6	246
contig201990|TECR|8	282
contig117935|NYNRIN|12	223
contig378188|IGJ|8	395
contig316552|EPHA7|6	197
contig673558|CLMN|6	313
contig318272|HOMER1|6	225
contig816500|ADAM15|6	281
contig201778|CD2AP|8	282
contig318603|CLPB|4	309
contig223251|PLSCR3|11	161
contig135862|HDAC8|8	280
contig385213|C4orf32|8	240
contig203032|GPR146|6	296
contig320297|ITGB2|6	350
contig483284|RBM41|11	201
contig146600|USP40|6	296
contig101569|POLK|8	354
contig205224|DNAH8|6	219
contig548238|EFR3B|6	173
contig107670|KCNE3|11	224
contig312856|C2orf18|7	351
contig320487|ORAI1|7	352
contig155687|TRPC1|6	352
contig203062|CRTAC1|6	299
contig209334|UBXN10|11	223
contig335498|EHF|6	245
contig314883|OGFR|11	284
contig135099|SIRT2|11	346
contig183719|CRELD2|11	330
contig501732|NR4A2|11	251
contig189187|UTRN|11	298
contig362367|MTMR7|6	178
contig290214|C2orf82|8	247
contig318513|SQLE|11	402
contig148535|CEP120|6	366
contig333286|PPM1K|6	443
contig329547|CCL19|8	246
contig323850|S1PR3|8	377
contig449364|PHLDA2|11	345
contig202737|VPS4B|6	220
contig100960|B4GALT3|11	330
contig189987|ISG20L2|9	406
contig144973|PADI3|11	336
contig217395|PRKAB2|8	216
contig315362|AKT1|3	255
contig211852|CD300LG|11	317
contig188715|IL11RA|8	190
contig340511|H1FX|11	344
contig320623|CDC45|6	258
contig643303|ADRA2A|12	224
contig201911|SLC35B2|11	294
contig214878|F5|9	279
contig112912|NDUFS3|7	167
contig314360|ANKRD28|7	281
contig315181|SMEK1|11	359
contig318850|PAM|9	441
contig317110|AK7|8	247
contig237228|C9orf85|8	299
contig314392|NUP153|9	163
contig315612|ZW10|11	318
contig202773|HDGFRP2|11	199
contig350123|NPPC|11	209
contig190023|PEX11G|11	281
contig318860|GLS|6	404
contig177110|RPS3A|6	159
contig315109|HIVEP2|11	276
contig317317|ZNF516|11	305
contig203122|SMG5|11	296
contig330365|DUSP3|11	227
contig332632|PDE6C|1	186
contig159460|SLC9A1|3	321
contig189319|DPYSL2|8	285
contig316101|CENPF|11	219
contig336809|GPR171|8	334
contig139941|RRP1B|9	359
contig184007|ATG12|6	262
contig201596|GPRC6A|12	250
contig133803|RANBP10|6	207
contig189013|TOMM40|6	424
contig190279|SESN1|11	239
contig318534|NPM1|11	347
contig211756|NEK7|1	361
contig139947|GGA1|2	329
contig192319|MAPK10|8	170
contig317908|TACR3|6	246
contig131988|CINP|11	193
contig206079|CHMP4A|6	259
contig322280|CHST1|11	380
contig80034|ERAP1|11	285
contig147111|LCMT1|6	329
contig322283|DDOST|6	296
contig206673|E4F1|7	198
contig214194|GSS|11	272
contig707440|STK11IP|8	217
contig317894|MYH6|7	354
contig423235|FTSJD2|11	163
contig201426|SLC6A11|11	274
contig316037|HDAC4|9	280
contig323258|RRP7A|11	268
contig792023|PRKD3|11	165
contig145029|GEMIN8|12	393
contig218220|SNRPN|6	266
contig213613|PRMT3|8	315
contig332528|TMEFF2|6	356
contig394611|SNAPC4|11	338
contig318863|DPY19L1|11	406
contig331537|SNRNP25|6	285
contig315759|TSPAN31|11	324
contig319939|KIAA2026|11	367
contig322647|ELOF1|6	165
contig318230|DNTTIP1|9	296
contig211668|PPP1R32|11	275
contig364621|IRF6|6	270
contig217556|RHBDL2|8	359
contig105632|KPNA4|3	332
contig319421|ROBO1|11	294
contig315527|PTPLAD1|11	254
contig156811|NCF2|8	175
contig124161|CDC123|3	239
contig183492|ZDHHC23|11	291
contig314284|NDST1|8	249
contig137715|DPH1|6	275
contig203160|RNPS1|6	155
contig123866|DCAF8|3	236
contig390884|MYF5|8	310
contig108330|GOLM1|8	295
contig315677|CHMP2A|6	323
contig335022|CHD1|8	262
contig104432|NUPL1|8	300
contig168943|VAMP7|6	167
contig202036|AARS|6	231
contig317010|PYCRL|11	337
contig351001|SLC10A4|8	357
contig688362|RSBN1|1	277
contig101438|POU2F1|6	182
contig205535|GABRG1|8	215
contig101087|MAT2A|6	332
contig207387|GZF1|11	262
contig316176|TBCCD1|11	324
contig317456|ANAPC5|6	264
contig314589|WBP4|9	417
contig315550|FGFR1|4	371
contig319356|ZBTB1|11	375
contig202221|ALDH6A1|6	301
contig318922|RAD1|11	284
contig166453|PHF15|7	298
contig207735|C19orf47|8	438
contig319858|PAK1|8	320
contig207448|MMADHC|11	311
contig316881|MAOB|6	214
contig218796|RIIAD1|12	248
contig187442|MBTD1|6	202
contig322378|PLAGL2|11	372
contig315844|FYN|8	246
contig578614|DTL|6	162
contig134859|IGHMBP2|9	180
contig203830|LIG3|11	232
contig727665|RSPH10B2|8	177
contig193337|SELL|11	355
contig321452|RG9MTD2|6	294
contig314723|CECR5|7	212
contig319106|ABTB1|6	214
contig315561|CDH5|11	321
contig318242|ZFP161|8	198
contig321770|NRG3|11	269
contig190673|PBK|6	348
contig314863|ANKRD50|12	196
contig320654|TAF8|6	322
contig32472|RHBG|6	427
contig131893|FKBP14|8	270
contig156100|RABGAP1|6	289
contig316137|SFMBT2|8	226
contig65622|NFATC3|11	433
contig319865|BCL11B|8	359
contig316004|RHOF|8	273
contig111263|ERI3|8	420
contig54791|CHERP|2	223
contig331042|IGFBP6|6	346
contig324223|CNTN1|6	295
contig315297|QSOX2|9	330
contig333710|MTFMT|11	419
contig372338|FAM104A|11	416
contig158615|ANXA5|6	293
contig203304|NFIL3|11	327
contig320464|TMIE|3	261
contig323344|CCDC34|12	340
contig202938|CACNA1S|6	200
contig212364|POLR1A|6	385
contig156108|CTNND2|6	256
contig162040|BRIP1|6	426
contig208760|MTERFD1|6	236
contig322910|ACOT2|11	271
contig315500|TUBGCP5|6	227
contig98467|APBB2|2	302
contig216186|MAP1LC3C|12	241
contig428966|CORO2A|8	381
contig135437|FUT9|6	284
contig315709|GUF1|3	300
contig208297|CCDC77|9	385
contig316325|TMEM229B|8	334
contig190003|YIPF5|11	301
contig203737|TESK1|11	325
contig325918|TCF20|11	417
contig222469|HEATR1|11	308
contig124518|MURC|6	412
contig316323|KIAA0319L|6	282
contig323248|GLT25D2|6	260
contig335207|FAM45A|7	376
contig314435|ATG4D|12	174
contig322105|ECT2|2	334
contig203915|PEBP1|11	360
contig89959|TAPBPL|11	286
contig205392|ELK1|11	379
contig108337|LMNA|8	251
contig321818|SAMM50|6	213
contig123530|TRIM29|11	281
contig208116|DENND2D|11	355
contig342006|RPGRIP1L|9	227
contig316778|LRRC16A|8	433
contig155768|GPC1|6	346
contig203343|LASP1|8	330
contig317574|C19orf43|8	220
contig62254|SRA1|6	292
contig315573|ASXL1|11	387
contig322435|CC2D2A|12	353
contig117525|UVRAG|7	415
contig556767|PLEKHA7|6	235
contig316762|LRPAP1|9	247
contig223735|MAPK13|11	182
contig331254|FBP2|6	315
contig325268|AEN|11	255
contig201522|AKAP1|12	334
contig203611|GPATCH1|11	284
contig316890|HK2|8	392
contig81812|A4GNT|11	200
contig210979|NFKBIL1|11	360
contig211405|SERPINB5|11	172
contig315176|RANBP17|6	273
contig202315|SIRT3|11	231
contig315235|CDIPT|3	207
contig318671|CROT|11	237
contig563928|PRMT7|8	189
contig315987|LIN9|6	351
contig141621|PFDN4|6	411
contig353265|MALT1|12	440
contig390531|LYZ|11	270
contig196123|BCL2L1|6	245
contig314439|PPP1R26|11	377
contig314610|CCDC80|11	320
contig140412|NOP14|9	277
contig315005|FAM83G|11	259
contig1017757|OR51D1|11	255
contig122418|DNAJC5|6	274
contig224715|ACOT8|11	330
contig155590|SLC44A2|6	384
contig315206|PRPS1|8	427
contig317085|ARL4A|11	204
contig133096|10-Mar|8	363
contig315700|THOC5|8	355
contig222081|ZMAT4|11	310
contig329781|CBLN4|11	380
contig347101|ZNHIT1|11	306
contig314994|KCTD2|6	320
contig314531|GMEB1|11	430
contig316184|PTGES2|8	318
contig208569|BRMS1|8	223
contig203196|FBXO28|7	390
contig201372|TNRC18|12	422
contig315515|ZBED6|8	192
contig202481|WTAP|6	271
contig217269|LOC388588|11	213
contig122492|PC|6	244
contig330043|PRMT6|11	229
contig447326|VTN|11	154
contig327053|EAPP|6	255
contig208124|GPX8|12	159
contig131778|BCKDHB|6	227
contig208259|PPCDC|11	265
contig207591|TAPT1|11	391
contig604368|FAM65B|11	159
contig531610|IRX3|11	295
contig104674|EIF4E2|1	153
contig157698|ZCCHC8|11	398
contig205792|CDC40|1	323
contig315092|CORO1B|11	329
contig314261|MMD2|11	299
contig325623|FH|6	316
contig205569|OMD|11	294
contig356947|VIPR1|6	274
contig327148|GORAB|11	322
contig321738|FAM110B|11	395
contig320832|MRPL2|6	251
contig318736|YKT6|7	416
contig328926|MRI1|11	304
contig191365|PLEKHB2|8	303
contig205066|CBARA1|7	377
contig343816|ZEB1|8	200
contig315262|RAB2B|7	292
contig354666|SH3BP4|8	387
contig133776|GFPT2|6	195
contig208107|LETM2|11	281
contig316059|CERS2|9	202
contig323527|BICD1|11	189
contig201994|ARHGAP11A|11	370
contig319837|LOC388630|11	338
contig45811|NUDT5|11	216
contig333770|TBPL1|8	187
contig211032|LGALS12|8	262
contig148589|C5orf15|11	304
contig317099|TOX2|7	267
contig331193|ODZ4|6	244
contig202219|STOX2|8	194
contig321744|ERP44|8	181
contig188663|FLOT2|6	203
contig341096|JUND|6	390
contig191771|TMEM136|6	300
contig204889|REEP4|11	235
contig326658|METTL11A|6	300
contig143631|RPS26|6	240
contig332849|PPIL2|3	180
contig487874|KCNH8|6	207
contig352386|FOLH1|6	290
contig316062|USP15|3	338
contig338982|SLC7A8|4	175
contig429352|WNT8A|8	172
contig325789|SKAP2|8	331
contig98790|C14orf169|11	426
contig319061|SRPK2|11	272
contig326761|HMGCLL1|6	326
contig393844|NMB|11	202
contig315721|FKBP8|10	385
contig315823|PARM1|8	298
contig327900|SPATA6|10	285
contig190287|EXOC8|11	249
contig327119|KCNAB1|9	311
contig163538|MAVS|8	303
contig245499|MRPL53|12	264
contig351896|NPVF|9	265
contig330399|DHPS|7	385
contig225124|PSMB6|11	361
contig376177|AK1|11	257
contig370723|EPG5|9	162
contig314440|USP11|11	429
contig190401|JAK2|6	419
contig317864|MLH1|6	378
contig78205|GGCT|8	352
contig210703|TBC1D16|11	171
contig322642|C7orf25|8	309
contig141027|BAIAP3|9	353
contig184575|SPC25|6	305
contig333132|NPFFR1|11	330
contig184089|TMEM69|8	309
contig193061|IMPA2|6	282
contig328314|GSG2|11	316
contig363470|CLIP3|7	394
contig225781|RNF141|6	227
contig358987|PCDH15|7	345
contig385287|FNDC3A|8	314
contig155983|DOCK8|6	370
contig330089|KISS1R|11	264
contig604697|DCAF11|3	242
contig315013|MLLT11|11	318
contig101654|POLA2|8	182
contig323679|KLHL8|6	215
contig204499|EYA1|8	217
contig315959|BIRC6|3	276
contig201367|THRA|8	260
contig323939|CCDC42|8	162
contig214658|SLC7A7|6	349
contig189243|DCUN1D1|6	211
contig315876|ANK1|9	213
contig198355|DCXR|8	440
contig231786|CEBPG|6	325
contig93590|RALBP1|6	316
contig335227|ZDHHC24|8	205
contig320682|LARP6|11	215
contig315742|NCF1|6	353
contig316887|ALS2|6	332
contig321000|SPEF2|9	231
contig805693|KLHL1|6	244
contig189429|ACLY|4	271
contig327243|EIF3E|1	198
contig193859|EXTL2|8	339
contig319509|ANKRD29|6	359
contig136425|ANK2|6	226
contig316071|WDR82|6	418
contig330351|CA8|6	228
contig316426|CANT1|6	354
contig321247|NUP160|6	317
contig322263|COLEC12|11	360
contig214546|HTR5A|11	302
contig160273|MRPL47|6	299
contig202134|ZFP36L1|8	334
contig314527|GIMAP7|11	307
contig323573|DMGDH|8	281
contig211899|SLC5A8|8	210
contig122541|CLCA2|11	362
contig315481|KDM6B|12	263
Mex_NM_018068_Contig_1|PIWIL2|8	204
contig144663|USP22|1	162
contig203043|GK|6	382
contig330691|SCO2|11	280
contig202396|NUDT3|7	208
contig203176|RBM28|9	209
contig317128|TBX18|11	299
contig183527|NDFIP1|6	308
contig318211|HEXDC|11	281
contig317087|SNW1|2	249
contig325272|CNTN5|11	363
contig318630|BCS1L|11	215
Mex_NM_005517_Contig_7|HMGN2|8	314
contig314585|C1GALT1|6	279
contig114828|POLB|4	219
contig230056|KCNN2|6	343
contig316767|VLDLR|6	286
contig335866|NTNG1|8	314
contig422159|ANKFN1|6	163
contig202272|PLXDC2|5	252
contig315004|VGF|12	375
contig191409|YAF2|6	233
contig331768|ST6GAL2|6	346
contig320697|PPFIA2|8	172
contig190761|FIS1|11	269
contig329007|EHD4|6	252
contig204667|RGS18|11	381
contig328393|RAB3IL1|8	421
contig206524|SNX16|7	191
contig212043|C1QBP|11	212
contig135988|RBM43|11	227
contig209626|MCTP1|8	193
contig288423|C1R|8	265
contig314228|ATRN|7	200
contig318376|ECM1|11	245
contig326602|OTUD3|11	262
contig315472|SMG7|6	358
contig315554|C20orf20|11	277
contig343645|CLCN7|8	371
contig188935|MAN1B1|11	315
contig339390|PTAFR|8	311
contig205800|ZCCHC6|8	312
contig201806|AHR|12	329
contig207108|LOC100287718|11	296
contig84210|MPDU1|8	237
contig347623|ACER2|6	178
contig208279|ZDHHC6|8	255
contig332631|PMFBP1|11	381
contig318899|SLC30A6|11	314
contig144483|TMEM41B|6	321
contig318450|SMARCD1|3	167
contig148089|DUSP19|11	423
contig316701|SLC29A1|11	384
contig88744|BRD3|7	375
contig215854|C11orf58|8	324
contig318024|CUL9|9	312
contig201574|FAM168B|6	172
contig945790|RPL36|1	265
contig137406|NOS1AP|8	239
contig222774|MEMO1|2	154
contig336020|MYCT1|8	372
contig33678|TM9SF2|8	380
contig318070|BAI3|6	333
contig319754|FLRT2|12	358
contig321345|C19orf52|8	222
contig315990|LIPG|7	258
contig323201|SARDH|6	351
contig317617|EXOSC2|8	320
contig322495|DHFR|8	271
contig104883|KDM2B|7	241
contig133074|XPA|6	282
contig321206|MPLKIP|6	202
contig90869|JAG1|1	288
contig314523|CHD2|4	386
contig184139|MASP2|11	341
contig144988|CHD8|8	245
contig157888|RUVBL1|8	196
contig76117|NUDT2|11	448
contig344666|C10orf107|11	350
contig78881|HDLBP|8	304
contig183768|STEAP1|11	287
contig317683|DACT1|11	288
contig322471|S1PR1|11	337
contig69895|EIF6|6	253
contig79669|ACAA2|6	314
contig317584|PLTP|7	316
contig464479|PRSS27|8	329
contig203017|SEC24D|11	169
contig320396|MGAT4C|6	236
contig207300|SRPX|11	252
contig215581|STAP2|11	266
contig167578|ZNF783|11	271
contig331354|MORN1|11	170
contig374481|ENPP6|6	323
contig580641|RORA|1	239
contig315202|HIAT1|8	372
contig318171|LPHN2|8	345
contig201556|WDR46|11	352
contig314308|NANS|6	355
contig134124|TWIST2|11	362
contig317011|LOC100510203|8	256
contig330706|NRN1|8	165
contig319345|KIAA0895|12	237
contig60325|HSDL2|11	221
contig315799|SF3A1|8	364
contig488685|AP1S3|6	219
contig124579|RPN2|5	329
contig325174|MRPS9|11	426
contig349152|EMX2|6	281
contig391783|DYRK3|6	372
contig366070|N6AMT2|8	369
contig319740|PIBF1|6	298
contig189937|MMP10|11	242
contig323398|C1orf51|6	327
contig105928|HSPE1|6	166
contig317604|PODN|7	282
contig325857|GABRA5|8	283
contig192391|MAP3K4|7	187
contig194419|PYROXD1|6	312
contig211774|PCYOX1|8	348
contig314782|LRP2|11	314
contig202971|WIPI2|6	268
contig205236|CSTF1|6	271
contig315146|SCAMP3|6	376
contig204177|TCP11|11	303
contig157459|LBR|11	188
contig191949|BDP1|11	273
contig144595|TIAM1|8	400
contig532850|WISP1|6	287
contig315983|MFN2|3	309
contig316779|PCDH18|6	265
contig368057|DPT|6	357
contig316846|PGP|11	231
contig202309|BMP1|6	251
contig316608|ZNF281|11	383
contig713022|MEX3B|6	282
contig335976|RSG1|11	416
contig155788|N4BP1|9	397
contig316088|BLMH|6	350
contig63224|RPLP2|8	175
contig534378|FSTL5|6	153
contig315396|PPP1R21|11	358
contig317897|FANCA|11	389
contig320730|RBPMS2|6	246
contig219822|SNX3|6	377
contig204054|APEX2|11	306
contig346593|FAM116A|6	431
contig326551|RPF1|6	239
contig162948|TFDP2|11	287
contig117858|ABLIM2|6	309
contig135605|SAAL1|6	306
contig314842|CASK|6	305
contig315227|CBLL1|4	232
contig224200|THOC6|8	171
contig315219|SAR1A|6	304
contig317381|SNAPIN|6	402
contig191743|MLC1|7	295
contig208154|GEMIN7|11	426
contig361003|GH1|11	390
contig93210|NEXN|6	361
contig87188|WDR70|9	204
contig139785|ZNF280D|11	333
contig331507|EHD2|8	400
contig352702|IL12B|12	365
contig184227|WRB|8	164
contig317488|AHCTF1|11	386
contig133029|PGM1|11	386
contig104441|KIAA1324L|6	215
contig231549|GCM1|6	413
contig314699|COG3|3	308
contig467116|SDR9C7|11	234
contig202476|MACC1|11	362
contig87018|GINS2|6	208
contig156361|KIF20A|8	262
contig222178|SH3GLB1|8	341
contig314841|PALMD|12	432
contig330659|FGFBP3|12	410
contig114409|TATDN1|11	189
contig325301|PRRG2|9	156
contig759791|GABRD|2	228
contig353253|SF3B5|11	257
contig316114|HEATR7A|11	313
contig318634|GCC1|11	290
contig45417|CDC42EP2|11	206
contig213369|CD2BP2|6	316
contig330474|STON2|11	381
contig189119|C7|8	388
contig710935|C22orf23|6	156
contig144290|AKAP12|12	286
contig219025|NFE2L1|11	164
contig202608|DDX27|6	343
contig207321|ENY2|6	253
contig219469|TDP2|9	242
contig122814|ZMYM2|11	283
contig558817|MYCBP|8	268
contig659135|NCAN|11	180
contig127630|SH3D21|11	237
contig109394|BOD1|11	211
contig208555|MLLT6|11	239
contig315120|SEPN1|11	403
contig323920|BTBD17|11	285
contig317662|LSG1|11	315
contig730519|MME|6	209
contig204660|CRAT|6	348
contig323425|PLIN2|11	321
contig358769|PPT1|8	174
contig209892|DIAPH2|11	442
contig334523|RGS20|8	184
contig679995|DTX4|6	227
contig203458|FAM129B|11	169
contig158870|WDR11|9	326
contig314414|CYP4F22|8	197
contig94300|LRIF1|9	271
contig161720|PLA2G4C|12	274
contig123183|NAA40|6	262
contig324421|PEX11B|8	174
contig317048|IL17D|8	307
contig198036|GXYLT1|11	248
contig92491|EFTUD1|3	303
contig315228|CYB5R3|6	268
contig319810|THUMPD2|11	333
contig208699|HSPD1|6	266
contig141291|AP2A1|6	362
contig207953|PRSS22|11	320
contig218044|TIMM23|8	351
contig136931|CERKL|6	307
contig314788|CCNF|11	255
contig316662|ZFYVE27|8	203
contig214725|AP5M1|6	275
contig320301|FST|6	318
contig155586|MYOM2|11	235
contig205887|TDP1|9	355
contig319353|TTC27|3	243
contig375067|PGLS|4	365
contig209086|RNMTL1|11	271
contig320510|ALDH7A1|7	443
contig323871|CYP39A1|9	387
contig678686|PARD6G|6	280
contig71904|ATP2B1|8	222
contig190909|NLE1|8	226
contig320093|DHODH|11	197
contig208690|CA7|3	324
contig331422|CCDC51|11	353
contig186847|TRIOBP|11	160
contig209094|ASL|6	349
contig316482|KPNA6|6	329
contig328299|LRRC42|11	447
contig69026|DST|11	332
contig240456|KIAA1328|6	338
contig203991|DPY19L4|3	235
contig317414|PTX3|11	364
contig140097|MCAM|11	331
contig318553|C17orf85|6	287
contig207165|SULT6B1|11	211
contig134441|RIC3|11	296
contig157011|USP46|1	301
contig510641|CCDC40|8	167
contig216978|PKN1|6	285
contig315104|7-Mar|11	325
contig156855|ASH2L|6	215
contig110817|CGA|8	185
contig203751|SCAF4|7	276
contig318764|CYP4B1|11	336
contig318076|DDX20|11	378
contig102419|DNAJC27|6	250
contig155960|GALK1|11	179
contig183808|GALNT3|6	230
contig189385|STEAP3|11	359
contig321359|PPP1R14A|12	338
contig396227|HOXC13|6	278
contig710181|COX4I1|11	179
contig315633|GHR|11	345
contig314861|SMEK2|6	394
